Ddate,Market,Product,Sales,Profit,Expenses
12/1/14,Central,Decaf Irish Cream,159,36,46
12/1/14,West,Decaf Irish Cream,106,6,48
10/1/14,West,Decaf Espresso,430,193,80
2/1/15,East,Chamomile,342,150,91
9/1/15,East,Colombian,596,309,123
8/1/15,Central,Decaf Irish Cream,297,127,63
2/1/14,East,Lemon,209,0,58
3/1/14,South,Caffe Mocha,204,80,59
3/1/15,Central,Decaf Irish Cream,220,95,37
2/1/14,West,Darjeeling,196,62,46
7/1/14,West,Decaf Irish Cream,211,22,66
5/1/14,South,Chamomile,192,50,55
12/1/14,East,Darjeeling,133,28,40
11/1/14,West,Chamomile,139,29,51
8/1/14,West,Lemon,149,20,55
5/1/15,West,Decaf Irish Cream,62,33,21
5/1/15,West,Decaf Irish Cream,119,37,39
10/1/14,South,Caffe Latte,120,3,50
8/1/14,West,Darjeeling,620,209,141
3/1/15,East,Decaf Irish Cream,209,34,58
10/1/14,South,Chamomile,63,15,20
1/1/14,East,Decaf Irish Cream,276,98,94
1/1/14,West,Darjeeling,134,73,45
2/1/14,South,Decaf Irish Cream,186,53,53
2/1/14,East,Chamomile,53,44,29
2/1/15,Central,Decaf Irish Cream,222,113,37
1/1/15,South,Caffe Mocha,218,69,61
7/1/14,West,Caffe Mocha,212,36,70
9/1/15,Central,Decaf Irish Cream,217,46,60
8/1/14,Central,Chamomile,101,16,36
1/1/15,East,Decaf Irish Cream,143,45,51
9/1/15,East,Lemon,327,172,128
10/1/15,West,Darjeeling,305,136,108
5/1/15,Central,Decaf Irish Cream,158,43,40
8/1/14,Central,Earl Grey,337,157,75
2/1/14,West,Decaf Espresso,105,34,25
2/1/15,South,Decaf Irish Cream,105,-7,41
9/1/14,East,Decaf Irish Cream,155,61,58
2/1/14,West,Decaf Espresso,104,30,21
5/1/15,Central,Chamomile,135,50,22
12/1/14,Central,Lemon,142,91,57
7/1/14,West,Lemon,637,517,154
2/1/15,West,Decaf Espresso,154,68,45
9/1/15,South,Decaf Irish Cream,150,50,35
10/1/14,West,Lemon,75,8,17
10/1/15,South,Decaf Espresso,211,98,57
12/1/14,East,Decaf Irish Cream,444,172,136
10/1/14,East,Lemon,203,15,65
8/1/14,West,Decaf Irish Cream,173,37,63
2/1/14,South,Decaf Irish Cream,140,-1,86
1/1/15,West,Lemon,198,82,45
11/1/14,Central,Decaf Irish Cream,523,162,103
2/1/15,South,Caffe Mocha,158,59,56
8/1/15,Central,Chamomile,271,129,33
2/1/14,West,Decaf Espresso,69,43,25
10/1/15,East,Decaf Irish Cream,316,144,59
7/1/14,West,Caffe Mocha,312,146,132
7/1/14,East,Darjeeling,88,10,31
3/1/15,West,Decaf Espresso,116,42,45
1/1/14,Central,Darjeeling,78,3,24
10/1/15,West,Darjeeling,251,100,38
10/1/14,East,Decaf Espresso,192,77,59
2/1/14,East,Decaf Irish Cream,158,54,61
10/1/14,West,Lemon,290,104,56
3/1/15,Central,Decaf Espresso,175,38,42
11/1/14,West,Darjeeling,64,7,19
7/1/14,West,Lemon,278,31,161
3/1/14,West,Decaf Irish Cream,200,68,48
2/1/15,Central,Darjeeling,149,49,39
9/1/15,East,Decaf Irish Cream,341,530,119
1/1/15,Central,Decaf Irish Cream,149,42,31
10/1/14,West,Darjeeling,267,95,51
11/1/14,West,Caffe Latte,71,8,21
5/1/14,West,Decaf Espresso,168,43,54
8/1/15,East,Lemon,161,54,67
5/1/14,East,Decaf Espresso,95,5,50
8/1/15,East,Darjeeling,75,4,20
3/1/14,West,Darjeeling,151,13,85
12/1/14,West,Caffe Latte,158,29,51
10/1/15,East,Lemon,547,134,143
2/1/15,West,Lemon,98,15,23
7/1/14,West,Lemon,606,258,164
10/1/14,East,Decaf Espresso,33,26,18
2/1/15,Central,Lemon,156,48,44
2/1/14,Central,Caffe Mocha,178,57,48
1/1/14,West,Earl Grey,136,23,48
6/1/15,Central,Caffe Mocha,270,128,59
2/1/14,East,Lemon,111,-6,51
7/1/14,South,Lemon,218,78,53
5/1/14,West,Earl Grey,277,126,57
1/1/15,East,Decaf Espresso,112,56,34
3/1/15,East,Darjeeling,274,91,59
12/1/14,Central,Decaf Irish Cream,149,31,39
1/1/15,East,Chamomile,137,44,41
10/1/14,West,Lemon,273,96,123
11/1/15,Central,Darjeeling,450,126,42
4/1/14,West,Darjeeling,121,-2,43
5/1/15,West,Decaf Irish Cream,116,32,35
2/1/14,Central,Mint,292,94,40
9/1/15,West,Darjeeling,101,33,33
7/1/14,West,Decaf Irish Cream,212,-144,143
9/1/15,East,Darjeeling,230,120,43
1/1/15,South,Caffe Latte,135,37,50
3/1/14,East,Decaf Espresso,194,105,39
5/1/15,Central,Decaf Irish Cream,168,38,39
1/1/14,East,Decaf Irish Cream,274,364,104
10/1/14,East,Decaf Espresso,108,-7,56
1/1/14,Central,Mint,94,21,46
1/1/14,Central,Decaf Irish Cream,142,47,33
8/1/14,West,Chamomile,369,42,172
5/1/15,West,Darjeeling,471,232,77
2/1/14,South,Chamomile,212,88,36
10/1/15,South,Caffe Latte,345,155,124
12/1/14,West,Decaf Irish Cream,168,18,119
4/1/14,South,Caffe Mocha,141,79,34
8/1/14,West,Decaf Irish Cream,78,3,16
11/1/14,West,Caffe Latte,80,17,23
2/1/14,West,Chamomile,154,6,84
8/1/14,South,Lemon,100,25,42
7/1/15,Central,Caffe Mocha,59,41,17
2/1/14,East,Caffe Mocha,221,77,84
7/1/15,West,Darjeeling,71,32,17
4/1/15,Central,Decaf Espresso,165,66,43
2/1/14,West,Darjeeling,98,1,113
8/1/15,Central,Decaf Irish Cream,54,4,21
5/1/15,Central,Chamomile,62,38,22
5/1/14,East,Decaf Espresso,187,78,62
5/1/15,Central,Darjeeling,563,218,109
9/1/15,Central,Lemon,567,320,96
1/1/15,West,Darjeeling,236,132,80
1/1/14,Central,Chamomile,192,74,61
1/1/14,East,Darjeeling,81,36,22
8/1/14,Central,Caffe Mocha,82,21,39
9/1/15,East,Mint,245,64,59
11/1/15,West,Caffe Latte,86,40,25
8/1/15,West,Decaf Espresso,57,18,18
3/1/15,West,Lemon,627,190,121
11/1/14,East,Darjeeling,87,4,23
1/1/14,Central,Darjeeling,128,59,44
5/1/14,West,Decaf Irish Cream,124,34,38
2/1/14,South,Chamomile,97,25,22
7/1/14,West,Decaf Irish Cream,125,0,64
7/1/14,South,Lemon,157,5,50
6/1/15,East,Decaf Irish Cream,577,220,45
6/1/15,Central,Decaf Irish Cream,273,126,65
6/1/15,Central,Decaf Irish Cream,541,121,110
1/1/14,Central,Mint,103,19,47
8/1/14,West,Caffe Latte,73,24,19
5/1/14,West,Caffe Latte,160,28,46
10/1/14,East,Decaf Espresso,119,5,57
1/1/14,Central,Decaf Irish Cream,179,62,34
3/1/14,West,Decaf Irish Cream,192,54,45
4/1/15,East,Decaf Irish Cream,590,296,115
8/1/14,West,Chamomile,316,170,45
3/1/14,Central,Darjeeling,113,14,32
2/1/14,South,Caffe Mocha,113,32,44
8/1/14,West,Lemon,145,25,72
5/1/14,Central,Darjeeling,113,23,39
1/1/14,South,Decaf Irish Cream,124,-3,36
3/1/14,Central,Decaf Irish Cream,189,45,54
1/1/15,East,Decaf Irish Cream,217,60,66
10/1/15,East,Chamomile,350,141,123
5/1/15,South,Decaf Irish Cream,51,26,18
7/1/14,West,Caffe Mocha,132,16,70
8/1/15,West,Decaf Irish Cream,79,16,30
3/1/15,Central,Decaf Irish Cream,241,89,42
2/1/14,East,Colombian,509,115,125
11/1/14,West,Chamomile,85,46,27
10/1/15,Central,Darjeeling,594,167,109
3/1/14,East,Chamomile,184,19,41
12/1/14,Central,Chamomile,55,19,18
1/1/15,West,Darjeeling,243,83,85
11/1/14,East,Darjeeling,60,-1,24
4/1/14,West,Caffe Mocha,98,28,34
4/1/15,East,Decaf Irish Cream,644,302,122
9/1/15,South,Decaf Irish Cream,146,43,35
10/1/14,Central,Darjeeling,113,-2,53
8/1/14,West,Decaf Irish Cream,325,20,175
10/1/14,East,Decaf Espresso,188,64,65
10/1/14,East,Darjeeling,61,2,19
4/1/14,West,Mint,201,52,45
10/1/14,East,Chamomile,101,5,53
2/1/15,East,Decaf Irish Cream,248,196,108
5/1/15,South,Caffe Mocha,94,38,16
8/1/14,Central,Chamomile,602,166,152
12/1/14,West,Earl Grey,122,5,42
3/1/15,Central,Colombian,618,227,112
2/1/14,Central,Decaf Espresso,252,101,45
5/1/14,Central,Decaf Irish Cream,130,34,58
2/1/14,West,Mint,343,122,80
2/1/14,East,Mint,118,-1,57
3/1/14,West,Darjeeling,194,73,29
11/1/15,South,Decaf Irish Cream,94,-3,22
4/1/14,East,Caffe Mocha,264,96,90
1/1/14,West,Mint,194,50,45
12/1/15,East,Decaf Espresso,221,52,54
2/1/15,South,Decaf Irish Cream,93,49,43
8/1/14,West,Decaf Irish Cream,143,33,52
11/1/14,East,Decaf Espresso,67,21,22
8/1/14,Central,Lemon,69,16,22
5/1/15,South,Decaf Irish Cream,195,63,36
7/1/14,Central,Darjeeling,121,36,25
12/1/14,West,Mint,121,40,39
2/1/14,Central,Amaretto,308,97,118
11/1/14,West,Caffe Mocha,23,33,28
10/1/14,Central,Lemon,296,101,47
8/1/15,Central,Chamomile,58,31,15
2/1/14,West,Decaf Irish Cream,130,36,54
2/1/14,Central,Caffe Mocha,170,48,52
8/1/14,Central,Decaf Irish Cream,143,22,63
8/1/14,East,Decaf Irish Cream,165,26,69
6/1/15,East,Lemon,152,40,56
10/1/14,West,Decaf Irish Cream,126,35,48
8/1/14,South,Decaf Irish Cream,130,23,57
11/1/15,Central,Chamomile,189,58,70
2/1/14,West,Chamomile,57,39,26
2/1/15,West,Caffe Latte,109,44,48
5/1/15,West,Lemon,110,42,21
5/1/15,Central,Decaf Irish Cream,150,34,41
8/1/14,East,Lemon,131,1,56
2/1/14,Central,Decaf Irish Cream,107,9,37
4/1/14,South,Lemon,123,17,58
7/1/15,Central,Lemon,92,24,35
7/1/15,Central,Chamomile,107,35,18
12/1/14,West,Mint,207,45,41
8/1/14,East,Regular Espresso,342,129,142
10/1/15,South,Decaf Irish Cream,60,36,18
8/1/14,West,Decaf Irish Cream,102,21,27
2/1/14,East,Decaf Irish Cream,209,34,57
2/1/14,Central,Mint,230,65,35
9/1/14,West,Decaf Irish Cream,159,21,56
1/1/14,West,Caffe Mocha,132,61,48
2/1/14,West,Decaf Espresso,53,21,16
8/1/15,West,Decaf Irish Cream,94,42,24
10/1/14,West,Caffe Mocha,54,0,14
8/1/14,West,Darjeeling,372,148,61
8/1/14,South,Caffe Latte,161,23,46
10/1/15,West,Darjeeling,152,-47,56
7/1/15,West,Decaf Espresso,42,34,18
7/1/14,West,Decaf Irish Cream,288,147,67
8/1/14,West,Decaf Irish Cream,269,34,157
7/1/14,West,Darjeeling,218,113,44
6/1/15,Central,Lemon,272,117,104
5/1/15,West,Decaf Irish Cream,124,39,35
7/1/15,East,Darjeeling,128,34,38
2/1/15,East,Decaf Irish Cream,303,136,62
10/1/14,West,Decaf Irish Cream,197,36,61
10/1/14,Central,Decaf Irish Cream,192,109,63
10/1/14,West,Darjeeling,283,137,51
8/1/14,Central,Caffe Mocha,346,101,67
2/1/14,Central,Amaretto,112,35,24
5/1/15,South,Decaf Irish Cream,119,48,38
2/1/14,East,Darjeeling,120,37,31
3/1/14,South,Caffe Mocha,123,4,77
6/1/14,West,Decaf Irish Cream,124,2,52
2/1/14,Central,Chamomile,541,187,111
1/1/15,Central,Darjeeling,416,144,84
1/1/15,South,Lemon,147,43,42
9/1/14,West,Decaf Irish Cream,148,14,121
2/1/14,Central,Lemon,187,29,39
8/1/14,East,Lemon,83,2,60
2/1/14,West,Caffe Latte,63,41,23
10/1/14,East,Decaf Irish Cream,176,40,62
8/1/15,East,Darjeeling,78,14,15
8/1/15,Central,Chamomile,86,31,21
10/1/14,Central,Chamomile,178,52,37
9/1/15,South,Caffe Mocha,100,29,29
5/1/14,East,Darjeeling,198,94,39
2/1/14,West,Caffe Latte,132,-5,38
3/1/15,Central,Decaf Irish Cream,223,37,55
9/1/15,South,Decaf Espresso,80,39,16
6/1/15,South,Decaf Irish Cream,406,184,86
9/1/15,South,Decaf Irish Cream,97,27,42
7/1/15,Central,Decaf Irish Cream,179,49,41
7/1/14,South,Chamomile,259,103,65
12/1/14,West,Darjeeling,526,226,93
12/1/14,East,Amaretto,485,405,136
12/1/14,Central,Decaf Irish Cream,90,7,47
5/1/14,East,Lemon,220,38,57
8/1/14,South,Chamomile,75,5,35
2/1/15,South,Caffe Mocha,93,53,38
1/1/15,West,Decaf Irish Cream,134,4,43
8/1/14,Central,Decaf Irish Cream,271,88,47
1/1/15,West,Lemon,136,45,45
2/1/14,West,Darjeeling,216,71,38
5/1/15,East,Colombian,627,379,105
10/1/14,East,Chamomile,124,6,53
8/1/14,Central,Decaf Irish Cream,72,23,40
8/1/15,Central,Decaf Irish Cream,66,16,21
8/1/14,East,Chamomile,85,6,42
2/1/14,Central,Mint,298,163,42
8/1/15,East,Chamomile,88,4,28
8/1/14,West,Darjeeling,324,130,45
2/1/14,Central,Decaf Irish Cream,221,92,59
3/1/15,Central,Decaf Irish Cream,304,173,42
2/1/14,South,Caffe Latte,216,66,86
2/1/14,East,Decaf Irish Cream,216,51,57
1/1/14,Central,Decaf Irish Cream,170,58,35
10/1/14,South,Lemon,184,20,57
12/1/14,South,Caffe Mocha,233,84,41
4/1/14,West,Darjeeling,197,8,39
6/1/15,South,Caffe Latte,545,199,112
2/1/14,East,Chamomile,57,9,22
10/1/14,East,Chamomile,100,14,47
10/1/15,West,Darjeeling,304,136,39
4/1/15,South,Decaf Irish Cream,562,215,134
3/1/15,East,Decaf Irish Cream,640,253,107
8/1/14,South,Caffe Mocha,284,91,50
3/1/14,Central,Decaf Irish Cream,265,75,43
8/1/15,South,Decaf Irish Cream,78,25,25
2/1/14,West,Mint,178,99,34
2/1/15,Central,Decaf Irish Cream,251,84,51
5/1/15,Central,Chamomile,251,96,31
2/1/15,South,Decaf Irish Cream,251,97,54
2/1/14,West,Earl Grey,196,101,37
2/1/14,Central,Decaf Irish Cream,130,58,32
12/1/14,East,Caffe Mocha,142,25,70
7/1/14,South,Decaf Irish Cream,120,19,30
10/1/14,Central,Decaf Irish Cream,180,28,63
2/1/15,Central,Chamomile,257,79,40
1/1/15,West,Decaf Irish Cream,131,28,50
11/1/15,East,Colombian,611,271,106
3/1/14,West,Lemon,112,31,40
1/1/15,West,Decaf Espresso,527,101,94
2/1/14,Central,Amaretto,225,71,55
6/1/15,East,Colombian,420,206,79
1/1/15,West,Decaf Irish Cream,148,29,51
1/1/15,West,Caffe Mocha,254,73,91
2/1/15,South,Lemon,109,-1,71
10/1/15,West,Darjeeling,294,169,103
6/1/14,West,Darjeeling,315,121,42
8/1/14,West,Decaf Espresso,316,166,129
6/1/15,Central,Caffe Mocha,524,104,109
1/1/14,East,Decaf Espresso,95,31,25
10/1/14,West,Chamomile,95,23,21
5/1/14,Central,Decaf Irish Cream,135,23,40
10/1/14,East,Lemon,60,-8,27
12/1/14,Central,Darjeeling,188,52,45
7/1/14,South,Chamomile,234,98,59
8/1/15,Central,Decaf Irish Cream,279,47,59
1/1/14,Central,Decaf Irish Cream,193,82,41
4/1/14,West,Decaf Espresso,185,106,57
2/1/15,South,Decaf Irish Cream,102,16,40
11/1/14,West,Darjeeling,63,16,15
11/1/15,West,Darjeeling,51,2,51
10/1/15,Central,Darjeeling,292,131,51
8/1/14,West,Chamomile,62,17,20
8/1/14,Central,Decaf Irish Cream,76,22,43
12/1/14,East,Mint,149,38,61
8/1/14,Central,Decaf Espresso,66,7,32
3/1/14,West,Decaf Espresso,166,86,35
1/1/15,West,Darjeeling,95,-5,45
11/1/14,Central,Darjeeling,61,-5,20
4/1/14,West,Darjeeling,50,-440,46
9/1/15,West,Chamomile,668,228,128
12/1/15,Central,Darjeeling,79,19,34
8/1/14,West,Decaf Irish Cream,94,19,48
9/1/15,South,Decaf Espresso,83,30,40
10/1/15,South,Caffe Latte,319,165,113
8/1/15,East,Decaf Irish Cream,230,154,65
3/1/15,East,Colombian,586,206,130
5/1/15,West,Chamomile,113,49,21
9/1/15,Central,Decaf Irish Cream,251,88,37
6/1/15,East,Decaf Espresso,116,8,39
8/1/14,Central,Chamomile,225,78,70
7/1/15,West,Amaretto,128,40,37
10/1/14,East,Lemon,118,-2,64
2/1/14,South,Chamomile,61,30,22
8/1/14,South,Decaf Irish Cream,460,149,96
1/1/14,Central,Colombian,256,101,124
10/1/15,South,Lemon,65,23,21
5/1/14,East,Darjeeling,192,49,46
1/1/14,Central,Darjeeling,136,2,44
9/1/15,Central,Decaf Irish Cream,135,59,34
3/1/14,South,Decaf Espresso,125,55,37
7/1/15,Central,Chamomile,112,39,34
9/1/14,East,Decaf Irish Cream,233,22,122
1/1/14,Central,Decaf Irish Cream,117,53,33
8/1/14,West,Decaf Irish Cream,257,26,56
7/1/14,Central,Decaf Irish Cream,143,73,57
8/1/14,South,Chamomile,95,26,41
5/1/14,East,Mint,107,21,46
1/1/14,Central,Decaf Irish Cream,249,83,87
2/1/14,Central,Amaretto,286,127,41
8/1/15,East,Darjeeling,72,11,14
1/1/14,West,Decaf Irish Cream,135,40,39
8/1/15,South,Decaf Irish Cream,112,26,33
4/1/14,Central,Decaf Irish Cream,110,11,52
7/1/14,East,Decaf Espresso,118,77,48
8/1/15,West,Chamomile,77,32,27
1/1/14,East,Decaf Irish Cream,154,35,61
2/1/14,West,Decaf Espresso,98,21,24
9/1/15,East,Darjeeling,87,22,38
2/1/15,Central,Decaf Irish Cream,216,60,55
2/1/14,East,Amaretto,176,50,57
9/1/14,Central,Decaf Irish Cream,243,90,53
4/1/15,Central,Lemon,221,118,56
10/1/14,East,Decaf Irish Cream,169,32,70
10/1/14,Central,Darjeeling,195,91,37
8/1/14,East,Decaf Irish Cream,148,25,49
3/1/14,West,Darjeeling,191,135,56
8/1/14,Central,Decaf Irish Cream,97,17,36
12/1/15,South,Decaf Irish Cream,71,47,28
10/1/14,West,Caffe Mocha,67,0,19
7/1/14,West,Chamomile,295,94,65
7/1/14,West,Decaf Irish Cream,83,11,50
9/1/15,South,Decaf Espresso,232,116,40
10/1/14,South,Chamomile,105,15,44
2/1/14,Central,Decaf Espresso,55,17,21
9/1/15,East,Darjeeling,82,51,41
10/1/14,West,Decaf Espresso,191,61,53
4/1/14,West,Mint,158,49,31
1/1/14,East,Decaf Espresso,61,41,21
11/1/14,South,Caffe Latte,279,106,104
2/1/14,Central,Earl Grey,226,106,41
4/1/14,South,Caffe Latte,116,-7,85
10/1/15,West,Chamomile,71,33,22
7/1/14,West,Lemon,531,268,104
6/1/14,West,Decaf Irish Cream,155,58,55
5/1/14,East,Darjeeling,82,22,19
5/1/15,South,Decaf Irish Cream,56,34,20
12/1/14,Central,Decaf Irish Cream,94,26,33
8/1/15,West,Decaf Irish Cream,165,44,49
4/1/14,Central,Caffe Mocha,179,98,45
10/1/15,East,Lemon,121,24,41
7/1/14,West,Darjeeling,63,23,18
8/1/15,South,Lemon,82,31,21
1/1/14,East,Darjeeling,123,28,23
3/1/14,West,Darjeeling,188,56,45
2/1/14,East,Darjeeling,116,23,22
7/1/14,Central,Decaf Irish Cream,72,18,43
1/1/14,South,Decaf Irish Cream,119,44,42
2/1/14,East,Decaf Espresso,248,70,84
2/1/15,East,Darjeeling,100,62,28
2/1/14,South,Caffe Mocha,131,37,66
8/1/14,South,Decaf Irish Cream,240,87,63
8/1/14,South,Decaf Irish Cream,324,173,59
2/1/14,West,Lemon,116,45,41
2/1/14,West,Decaf Irish Cream,120,42,69
5/1/14,Central,Decaf Irish Cream,129,36,56
8/1/15,Central,Decaf Irish Cream,91,9,31
4/1/14,Central,Decaf Irish Cream,170,36,58
1/1/15,West,Decaf Irish Cream,96,64,23
8/1/15,East,Chamomile,96,38,25
10/1/15,East,Decaf Irish Cream,635,197,120
2/1/14,Central,Darjeeling,131,51,38
5/1/15,West,Decaf Irish Cream,135,37,56
4/1/14,West,Caffe Latte,105,27,41
11/1/15,Central,Lemon,74,17,26
5/1/14,Central,Darjeeling,168,111,39
11/1/14,East,Regular Espresso,81,-9,23
2/1/14,West,Decaf Espresso,62,28,20
2/1/14,East,Decaf Espresso,125,36,41
8/1/15,South,Decaf Irish Cream,55,12,18
11/1/14,South,Caffe Latte,139,6,40
5/1/14,East,Mint,182,35,63
10/1/15,Central,Darjeeling,513,160,120
4/1/15,West,Darjeeling,118,43,76
9/1/15,East,Decaf Espresso,232,58,35
5/1/15,Central,Amaretto,47,25,19
3/1/14,West,Chamomile,101,36,17
10/1/15,West,Chamomile,373,172,105
8/1/15,Central,Chamomile,75,18,36
10/1/14,Central,Decaf Irish Cream,175,43,44
9/1/15,West,Decaf Espresso,136,44,35
4/1/15,Central,Chamomile,156,65,27
8/1/15,West,Chamomile,84,36,16
5/1/15,Central,Colombian,472,173,89
12/1/14,West,Caffe Mocha,108,5,43
5/1/14,East,Decaf Irish Cream,153,21,51
10/1/14,South,Caffe Mocha,57,1,18
8/1/14,West,Decaf Irish Cream,206,47,131
7/1/14,East,Mint,116,-267,50
2/1/14,West,Mint,163,3,56
12/1/14,West,Colombian,494,282,100
2/1/14,West,Decaf Espresso,179,49,53
2/1/14,Central,Mint,108,8,41
5/1/15,Central,Caffe Mocha,38,46,19
10/1/14,East,Mint,118,24,43
2/1/14,West,Lemon,113,11,28
10/1/14,Central,Darjeeling,56,-10,40
12/1/14,East,Decaf Irish Cream,291,180,45
9/1/15,East,Decaf Espresso,238,131,49
2/1/14,West,Decaf Irish Cream,125,41,28
9/1/15,West,Decaf Irish Cream,200,48,46
9/1/15,Central,Decaf Espresso,91,30,35
7/1/14,South,Lemon,220,45,62
7/1/15,West,Chamomile,57,19,14
7/1/14,West,Decaf Irish Cream,128,1,67
11/1/15,Central,Chamomile,74,20,24
2/1/15,West,Decaf Irish Cream,153,66,63
3/1/15,East,Decaf Irish Cream,664,375,126
2/1/14,South,Caffe Mocha,124,27,24
2/1/14,West,Amaretto,269,-83,116
2/1/14,West,Chamomile,73,34,27
10/1/14,Central,Darjeeling,301,140,42
2/1/14,West,Amaretto,111,2,56
11/1/14,West,Decaf Espresso,83,24,21
11/1/14,West,Lemon,486,163,113
8/1/15,East,Chamomile,62,11,19
10/1/14,West,Decaf Espresso,27,1,13
3/1/15,East,Decaf Irish Cream,306,155,129
1/1/15,South,Decaf Irish Cream,210,52,48
2/1/14,South,Caffe Mocha,181,61,88
12/1/14,East,Lemon,134,46,41
5/1/15,Central,Mint,201,114,38
9/1/14,East,Decaf Irish Cream,228,4,60
7/1/15,West,Amaretto,96,33,17
1/1/14,Central,Decaf Irish Cream,289,141,76
1/1/15,West,Darjeeling,434,126,83
3/1/14,South,Caffe Mocha,190,6,85
10/1/14,East,Chamomile,132,15,47
9/1/15,West,Darjeeling,151,39,51
4/1/14,West,Darjeeling,81,-14,42
8/1/14,East,Chamomile,75,19,23
2/1/14,West,Mint,194,60,38
8/1/15,Central,Lemon,266,94,36
6/1/15,Central,Decaf Irish Cream,379,130,64
8/1/14,West,Decaf Irish Cream,95,28,53
1/1/14,East,Decaf Espresso,146,14,39
2/1/15,South,Decaf Irish Cream,212,72,80
2/1/14,West,Decaf Espresso,97,19,23
9/1/15,East,Decaf Irish Cream,212,21,47
5/1/15,South,Decaf Irish Cream,132,49,23
6/1/15,West,Decaf Espresso,523,198,113
11/1/15,Central,Darjeeling,78,-9,46
8/1/14,South,Decaf Irish Cream,494,183,52
6/1/15,West,Chamomile,491,158,61
2/1/14,Central,Decaf Irish Cream,226,143,78
8/1/15,West,Decaf Irish Cream,238,54,71
7/1/14,West,Mint,97,8,47
12/1/15,West,Decaf Espresso,322,143,53
4/1/14,West,Mint,118,18,44
7/1/15,Central,Decaf Irish Cream,695,325,145
2/1/14,West,Amaretto,39,-1,20
8/1/14,Central,Decaf Irish Cream,288,115,63
11/1/14,East,Decaf Espresso,71,6,15
10/1/14,East,Decaf Irish Cream,212,109,65
2/1/14,South,Caffe Latte,118,19,46
2/1/14,West,Caffe Latte,110,10,22
1/1/14,East,Mint,164,21,57
4/1/14,East,Darjeeling,70,13,35
11/1/14,East,Darjeeling,54,8,19
3/1/14,Central,Darjeeling,143,71,25
7/1/14,East,Chamomile,107,-15,81
5/1/14,East,Mint,195,41,55
1/1/15,West,Darjeeling,243,70,55
5/1/14,South,Decaf Irish Cream,117,33,37
2/1/15,East,Regular Espresso,247,109,98
9/1/15,West,Lemon,304,129,97
11/1/15,East,Darjeeling,68,46,25
5/1/15,West,Decaf Irish Cream,118,46,42
7/1/15,East,Colombian,640,277,143
10/1/14,South,Caffe Mocha,105,13,19
12/1/14,West,Decaf Espresso,294,112,56
2/1/15,Central,Decaf Espresso,146,47,40
3/1/15,West,Darjeeling,255,77,36
5/1/15,East,Amaretto,545,217,106
8/1/14,West,Decaf Irish Cream,71,24,26
1/1/15,West,Decaf Irish Cream,151,43,52
11/1/15,Central,Caffe Mocha,584,290,108
2/1/14,East,Mint,163,49,53
1/1/15,South,Decaf Espresso,234,86,82
2/1/14,South,Decaf Irish Cream,137,39,44
8/1/15,West,Darjeeling,625,329,116
2/1/15,Central,Decaf Espresso,240,84,43
1/1/14,East,Darjeeling,77,38,23
11/1/15,South,Caffe Mocha,301,115,90
5/1/15,Central,Decaf Irish Cream,124,62,41
7/1/15,East,Decaf Irish Cream,626,261,149
10/1/14,West,Decaf Espresso,221,80,43
1/1/15,South,Caffe Latte,149,90,49
8/1/14,South,Lemon,282,65,65
4/1/14,South,Caffe Mocha,126,-5,55
1/1/14,East,Lemon,222,88,85
8/1/14,East,Lemon,132,22,45
3/1/14,East,Decaf Espresso,211,98,52
1/1/15,West,Caffe Latte,540,172,114
5/1/15,Central,Decaf Irish Cream,195,52,59
10/1/14,East,Chamomile,247,94,58
8/1/14,West,Lemon,146,32,68
3/1/15,Central,Decaf Irish Cream,230,92,50
2/1/14,Central,Decaf Irish Cream,180,70,62
11/1/14,East,Decaf Espresso,17,31,21
4/1/14,Central,Mint,199,79,32
7/1/14,West,Darjeeling,221,90,48
2/1/14,East,Darjeeling,44,-7,26
2/1/14,West,Mint,270,69,35
2/1/14,Central,Decaf Irish Cream,150,28,60
3/1/14,West,Decaf Espresso,141,37,40
1/1/15,West,Darjeeling,214,74,69
7/1/15,West,Chamomile,601,298,120
5/1/15,Central,Decaf Irish Cream,134,68,39
11/1/14,West,Caffe Latte,66,5,24
10/1/14,South,Lemon,74,9,15
1/1/14,Central,Decaf Irish Cream,226,73,62
8/1/15,Central,Decaf Espresso,59,37,18
2/1/15,South,Caffe Mocha,521,164,71
5/1/14,East,Darjeeling,167,15,57
11/1/14,South,Caffe Mocha,81,26,24
10/1/14,Central,Chamomile,245,85,63
12/1/14,West,Decaf Espresso,245,136,51
4/1/14,West,Darjeeling,148,-2,39
1/1/14,Central,Decaf Irish Cream,293,159,40
2/1/15,East,Decaf Espresso,244,52,67
4/1/14,East,Caffe Mocha,90,-10,46
10/1/15,East,Decaf Irish Cream,601,410,125
2/1/15,East,Mint,178,69,39
12/1/14,West,Decaf Irish Cream,113,14,46
10/1/14,West,Darjeeling,529,143,111
8/1/14,West,Chamomile,511,171,100
3/1/14,West,Decaf Espresso,92,35,27
10/1/14,West,Darjeeling,280,156,44
5/1/14,West,Decaf Irish Cream,138,32,45
5/1/14,Central,Mint,268,87,40
6/1/15,Central,Darjeeling,240,170,35
5/1/14,West,Decaf Espresso,105,37,42
9/1/15,South,Decaf Espresso,229,76,49
4/1/14,West,Darjeeling,117,3,55
1/1/14,Central,Decaf Irish Cream,187,8,51
11/1/15,Central,Darjeeling,299,123,48
3/1/14,East,Mint,119,31,38
1/1/14,Central,Darjeeling,140,30,44
