Ddate,Market,Product,Product Type,Sales,Profit,Expenses
5/1/13,Central,Caffe Mocha,Espresso,48,40,21
5/1/12,South,Decaf Espresso,Espresso,117,45,20
4/1/13,East,Lemon,Herbal Tea,142,44,35
2/1/12,West,Mint,Herbal Tea,106,4,46
5/1/13,Central,Decaf Irish Cream,Coffee,176,56,33
8/1/12,Central,Decaf Irish Cream,Coffee,191,101,40
4/1/13,West,Chamomile,Herbal Tea,109,39,20
9/1/13,East,Darjeeling,Tea,143,37,37
8/1/12,Central,Decaf Irish Cream,Coffee,61,14,38
8/1/12,South,Lemon,Herbal Tea,78,19,37
4/1/12,West,Decaf Irish Cream,Coffee,177,39,63
9/1/12,East,Lemon,Herbal Tea,78,-12,49
2/1/13,West,Lemon,Herbal Tea,117,29,53
8/1/12,West,Caffe Mocha,Espresso,59,17,18
8/1/12,East,Decaf Irish Cream,Coffee,519,211,58
7/1/13,South,Chamomile,Herbal Tea,61,31,18
2/1/13,East,Darjeeling,Tea,57,41,21
5/1/13,West,Lemon,Herbal Tea,563,192,109
4/1/12,West,Mint,Herbal Tea,177,49,35
2/1/12,East,Darjeeling,Tea,51,11,24
2/1/12,East,Chamomile,Herbal Tea,190,128,93
9/1/13,West,Mint,Herbal Tea,165,122,38
1/1/13,South,Caffe Mocha,Espresso,20,23,15
1/1/12,South,Colombian,Coffee,130,69,36
5/1/12,Central,Decaf Espresso,Espresso,111,15,43
5/1/13,South,Decaf Irish Cream,Coffee,116,29,36
9/1/13,West,Decaf Irish Cream,Coffee,84,35,39
8/1/12,West,Decaf Irish Cream,Coffee,141,22,64
12/1/12,West,Decaf Irish Cream,Coffee,119,18,22
9/1/13,West,Decaf Irish Cream,Coffee,221,35,65
2/1/12,South,Caffe Latte,Espresso,201,61,49
4/1/12,Central,Chamomile,Herbal Tea,187,49,40
5/1/13,South,Lemon,Herbal Tea,45,46,18
3/1/12,East,Darjeeling,Tea,88,23,14
8/1/12,West,Decaf Irish Cream,Coffee,141,25,62
2/1/12,West,Decaf Espresso,Espresso,104,-2,44
7/1/12,West,Decaf Irish Cream,Coffee,151,32,51
5/1/13,West,Chamomile,Herbal Tea,613,252,115
1/1/12,East,Darjeeling,Tea,88,18,25
5/1/13,West,Caffe Mocha,Espresso,86,34,15
9/1/12,South,Decaf Irish Cream,Coffee,103,-17,72
11/1/13,South,Caffe Mocha,Espresso,96,-17,23
1/1/13,Central,Decaf Irish Cream,Coffee,315,180,39
8/1/12,South,Decaf Irish Cream,Coffee,420,125,96
2/1/12,East,Caffe Mocha,Espresso,328,163,92
3/1/12,West,Decaf Irish Cream,Coffee,101,5,39
7/1/12,East,Caffe Mocha,Espresso,114,8,54
1/1/12,East,Decaf Irish Cream,Coffee,206,102,49
1/1/13,East,Decaf Espresso,Espresso,68,28,21
5/1/13,West,Decaf Irish Cream,Coffee,129,32,43
12/1/12,West,Mint,Herbal Tea,230,123,69
1/1/13,West,Lemon,Herbal Tea,362,136,86
8/1/13,East,Decaf Irish Cream,Coffee,291,94,128
8/1/12,West,Darjeeling,Tea,43,-1,20
2/1/13,South,Decaf Irish Cream,Coffee,94,45,42
11/1/12,East,Darjeeling,Tea,51,-7,23
5/1/12,East,Decaf Espresso,Espresso,207,132,43
3/1/12,West,Decaf Espresso,Espresso,158,40,52
1/1/12,Central,Lemon,Herbal Tea,106,22,38
2/1/12,West,Chamomile,Herbal Tea,286,135,41
8/1/13,East,Darjeeling,Tea,86,0,18
7/1/13,West,Chamomile,Herbal Tea,102,42,34
7/1/12,West,Decaf Espresso,Espresso,48,6,15
12/1/12,East,Darjeeling,Tea,114,14,26
4/1/12,East,Darjeeling,Tea,82,-10,29
5/1/13,West,Mint,Herbal Tea,216,130,53
12/1/13,South,Caffe Latte,Espresso,124,51,26
1/1/12,East,Darjeeling,Tea,134,36,26
10/1/12,South,Caffe Mocha,Espresso,92,6,18
4/1/12,West,Darjeeling,Tea,147,-12,93
5/1/13,West,Lemon,Herbal Tea,480,230,114
3/1/12,West,Darjeeling,Tea,78,20,19
7/1/12,West,Mint,Herbal Tea,306,102,52
8/1/12,West,Caffe Mocha,Espresso,80,12,20
8/1/12,South,Decaf Irish Cream,Coffee,238,94,67
4/1/12,Central,Caffe Mocha,Espresso,59,15,32
1/1/12,East,Darjeeling,Tea,84,34,22
10/1/12,South,Chamomile,Herbal Tea,146,58,40
1/1/13,South,Decaf Irish Cream,Coffee,156,87,50
2/1/12,West,Earl Grey,Tea,296,172,108
2/1/12,South,Lemon,Herbal Tea,55,13,25
9/1/12,East,Lemon,Herbal Tea,227,46,66
2/1/12,Central,Decaf Espresso,Espresso,110,35,20
1/1/12,Central,Caffe Mocha,Espresso,289,166,94
8/1/12,West,Decaf Espresso,Espresso,79,20,20
11/1/13,Central,Darjeeling,Tea,112,-12,48
12/1/12,West,Decaf Irish Cream,Coffee,210,89,61
8/1/13,East,Darjeeling,Tea,75,46,21
2/1/13,Central,Decaf Irish Cream,Coffee,328,187,65
11/1/13,South,Decaf Irish Cream,Coffee,139,41,24
1/1/12,East,Darjeeling,Tea,78,11,23
5/1/13,Central,Decaf Irish Cream,Coffee,127,45,36
2/1/12,East,Chamomile,Herbal Tea,228,71,56
2/1/12,West,Caffe Mocha,Espresso,199,-1,118
2/1/12,West,Darjeeling,Tea,191,39,45
8/1/13,Central,Chamomile,Herbal Tea,64,30,18
8/1/12,Central,Decaf Irish Cream,Coffee,249,112,56
9/1/12,East,Decaf Irish Cream,Coffee,255,19,114
7/1/12,West,Chamomile,Herbal Tea,150,21,56
5/1/12,West,Mint,Herbal Tea,162,32,41
3/1/13,West,Decaf Irish Cream,Coffee,343,239,139
8/1/12,West,Caffe Latte,Espresso,506,150,102
10/1/13,West,Lemon,Herbal Tea,312,151,67
8/1/12,Central,Earl Grey,Tea,310,111,48
7/1/12,West,Amaretto,Coffee,304,62,165
10/1/12,East,Decaf Irish Cream,Coffee,518,208,137
9/1/12,Central,Decaf Irish Cream,Coffee,154,70,49
11/1/12,West,Caffe Latte,Espresso,42,9,24
1/1/12,Central,Darjeeling,Tea,138,74,25
2/1/12,West,Caffe Latte,Espresso,110,32,25
2/1/12,West,Darjeeling,Tea,195,103,33
2/1/13,South,Lemon,Herbal Tea,96,20,25
3/1/12,East,Chamomile,Herbal Tea,83,10,30
5/1/12,Central,Decaf Irish Cream,Coffee,155,39,35
9/1/13,East,Darjeeling,Tea,87,39,38
12/1/12,Central,Chamomile,Herbal Tea,112,64,28
11/1/13,West,Caffe Latte,Espresso,76,11,27
8/1/12,Central,Chamomile,Herbal Tea,268,130,62
10/1/12,West,Lemon,Herbal Tea,488,153,134
7/1/12,West,Decaf Espresso,Espresso,296,165,59
8/1/13,West,Chamomile,Herbal Tea,80,44,17
1/1/13,West,Chamomile,Herbal Tea,532,155,110
5/1/13,South,Lemon,Herbal Tea,64,31,20
2/1/12,East,Lemon,Herbal Tea,181,15,42
12/1/12,West,Darjeeling,Tea,140,99,40
7/1/12,West,Earl Grey,Tea,191,16,60
5/1/13,West,Lemon,Herbal Tea,572,167,88
10/1/12,East,Decaf Irish Cream,Coffee,285,83,48
4/1/12,East,Decaf Espresso,Espresso,114,11,42
6/1/12,West,Darjeeling,Tea,527,175,67
1/1/12,Central,Decaf Espresso,Espresso,151,19,43
6/1/13,West,Mint,Herbal Tea,316,130,62
10/1/12,Central,Darjeeling,Tea,110,58,36
7/1/12,East,Decaf Espresso,Espresso,108,11,61
2/1/12,South,Decaf Espresso,Espresso,207,91,36
5/1/12,East,Lemon,Herbal Tea,127,21,51
12/1/12,South,Caffe Mocha,Espresso,207,78,64
2/1/12,Central,Lemon,Herbal Tea,119,49,36
10/1/12,Central,Decaf Espresso,Espresso,469,158,83
8/1/12,West,Mint,Herbal Tea,230,93,46
5/1/13,South,Decaf Irish Cream,Coffee,92,22,23
1/1/12,East,Amaretto,Coffee,235,6,60
5/1/13,West,Decaf Irish Cream,Coffee,185,34,41
2/1/12,Central,Darjeeling,Tea,113,26,26
2/1/12,West,Darjeeling,Tea,105,18,23
2/1/12,Central,Lemon,Herbal Tea,279,97,40
4/1/12,West,Darjeeling,Tea,113,0,43
12/1/12,Central,Decaf Irish Cream,Coffee,112,31,41
1/1/12,East,Darjeeling,Tea,70,32,24
1/1/12,Central,Decaf Irish Cream,Coffee,155,120,47
10/1/13,South,Caffe Latte,Espresso,322,180,109
5/1/13,Central,Decaf Irish Cream,Coffee,133,54,40
3/1/13,Central,Decaf Irish Cream,Coffee,216,127,31
12/1/12,West,Caffe Mocha,Espresso,130,39,45
7/1/13,Central,Decaf Espresso,Espresso,101,28,18
9/1/12,Central,Lemon,Herbal Tea,92,40,36
10/1/13,East,Chamomile,Herbal Tea,77,33,20
10/1/12,Central,Lemon,Herbal Tea,27,16,22
9/1/13,West,Decaf Espresso,Espresso,53,25,14
8/1/13,West,Decaf Irish Cream,Coffee,83,27,41
8/1/12,East,Lemon,Herbal Tea,150,26,64
10/1/12,West,Darjeeling,Tea,193,106,44
10/1/12,West,Decaf Irish Cream,Coffee,139,33,48
5/1/12,Central,Decaf Irish Cream,Coffee,120,11,37
10/1/13,Central,Darjeeling,Tea,214,133,43
2/1/12,South,Caffe Mocha,Espresso,118,30,22
8/1/12,West,Darjeeling,Tea,631,167,129
5/1/13,Central,Decaf Irish Cream,Coffee,79,17,17
2/1/12,West,Decaf Irish Cream,Coffee,153,41,47
8/1/12,West,Darjeeling,Tea,312,140,130
8/1/13,Central,Mint,Herbal Tea,247,114,42
8/1/12,West,Decaf Irish Cream,Coffee,96,23,22
11/1/12,West,Decaf Irish Cream,Coffee,86,15,20
9/1/12,West,Decaf Irish Cream,Coffee,210,7,62
5/1/12,West,Decaf Irish Cream,Coffee,133,22,51
2/1/12,East,Lemon,Herbal Tea,126,28,53
2/1/12,Central,Decaf Espresso,Espresso,109,25,22
12/1/12,Central,Darjeeling,Tea,86,-10,48
2/1/12,East,Decaf Espresso,Espresso,97,7,24
8/1/12,West,Decaf Espresso,Espresso,323,156,97
2/1/12,East,Regular Espresso,Espresso,55,-23,41
5/1/13,Central,Lemon,Herbal Tea,129,49,24
4/1/13,Central,Mint,Herbal Tea,162,59,23
7/1/12,East,Caffe Mocha,Espresso,174,4,81
7/1/12,East,Decaf Irish Cream,Coffee,149,31,71
12/1/12,West,Mint,Herbal Tea,149,24,46
5/1/13,Central,Decaf Irish Cream,Coffee,162,52,39
5/1/13,South,Caffe Mocha,Espresso,81,45,24
7/1/12,South,Decaf Irish Cream,Coffee,69,25,40
10/1/12,East,Decaf Irish Cream,Coffee,316,116,66
1/1/13,West,Caffe Latte,Espresso,407,133,90
1/1/13,Central,Decaf Irish Cream,Coffee,191,46,63
1/1/13,West,Caffe Mocha,Espresso,503,148,92
10/1/13,West,Darjeeling,Tea,196,34,61
8/1/12,West,Darjeeling,Tea,167,98,46
8/1/13,Central,Darjeeling,Tea,70,39,17
8/1/12,Central,Amaretto,Coffee,283,145,55
3/1/12,South,Decaf Espresso,Espresso,190,92,53
8/1/12,Central,Mint,Herbal Tea,210,84,60
4/1/12,South,Chamomile,Herbal Tea,106,19,38
5/1/12,West,Darjeeling,Tea,158,50,44
11/1/13,Central,Lemon,Herbal Tea,71,12,26
10/1/12,East,Decaf Irish Cream,Coffee,193,52,65
12/1/12,Central,Decaf Irish Cream,Coffee,125,10,47
8/1/13,Central,Decaf Irish Cream,Coffee,201,77,74
4/1/13,West,Decaf Espresso,Espresso,122,58,24
11/1/13,Central,Darjeeling,Tea,73,-3,44
2/1/12,East,Darjeeling,Tea,162,90,42
10/1/12,East,Chamomile,Herbal Tea,31,-3,15
8/1/12,South,Caffe Latte,Espresso,67,-2,17
8/1/13,West,Caffe Mocha,Espresso,90,27,34
9/1/13,East,Decaf Irish Cream,Coffee,568,516,88
11/1/13,Central,Chamomile,Herbal Tea,287,131,114
3/1/12,South,Decaf Irish Cream,Coffee,174,77,35
8/1/12,South,Decaf Irish Cream,Coffee,172,44,50
2/1/12,East,Chamomile,Herbal Tea,70,37,23
9/1/12,East,Lemon,Herbal Tea,99,2,65
10/1/12,West,Earl Grey,Tea,251,101,40
2/1/12,Central,Chamomile,Herbal Tea,112,23,44
1/1/12,West,Decaf Irish Cream,Coffee,217,-49,121
2/1/13,East,Decaf Irish Cream,Coffee,323,142,106
2/1/13,South,Caffe Mocha,Espresso,99,-9,46
8/1/12,West,Decaf Irish Cream,Coffee,323,135,152
8/1/13,Central,Lemon,Herbal Tea,71,21,17
2/1/12,South,Decaf Espresso,Espresso,111,28,54
8/1/12,South,Decaf Irish Cream,Coffee,530,185,100
11/1/12,West,Decaf Espresso,Espresso,83,26,22
5/1/12,West,Decaf Espresso,Espresso,283,146,66
8/1/13,West,Decaf Irish Cream,Coffee,80,10,26
8/1/12,East,Chamomile,Herbal Tea,67,9,22
8/1/13,East,Decaf Irish Cream,Coffee,349,173,62
3/1/13,Central,Amaretto,Coffee,234,147,62
2/1/12,South,Caffe Mocha,Espresso,90,-2,42
4/1/13,Central,Lemon,Herbal Tea,91,42,25
9/1/13,South,Caffe Mocha,Espresso,68,24,18
7/1/12,Central,Decaf Irish Cream,Coffee,68,-8,44
3/1/13,East,Amaretto,Coffee,328,196,134
3/1/13,West,Darjeeling,Tea,223,88,50
9/1/13,East,Decaf Irish Cream,Coffee,197,-147,58
2/1/13,South,Decaf Irish Cream,Coffee,227,46,61
5/1/13,South,Lemon,Herbal Tea,131,43,35
8/1/12,West,Decaf Irish Cream,Coffee,125,39,47
8/1/12,West,Chamomile,Herbal Tea,445,144,94
10/1/13,Central,Chamomile,Herbal Tea,334,186,42
10/1/12,South,Caffe Mocha,Espresso,319,110,62
10/1/12,South,Lemon,Herbal Tea,198,35,68
3/1/12,West,Mint,Herbal Tea,161,51,39
4/1/12,East,Darjeeling,Tea,109,14,34
3/1/12,South,Lemon,Herbal Tea,476,139,96
5/1/12,West,Chamomile,Herbal Tea,96,27,24
3/1/13,Central,Lemon,Herbal Tea,262,111,78
3/1/13,Central,Decaf Irish Cream,Coffee,207,50,62
2/1/13,West,Decaf Irish Cream,Coffee,162,40,43
2/1/13,East,Chamomile,Herbal Tea,157,45,67
10/1/13,East,Decaf Irish Cream,Coffee,703,294,117
8/1/12,West,Decaf Irish Cream,Coffee,67,5,23
8/1/12,Central,Earl Grey,Tea,307,132,58
4/1/12,Central,Caffe Mocha,Espresso,171,53,52
2/1/12,West,Darjeeling,Tea,220,142,46
5/1/12,South,Caffe Mocha,Espresso,81,13,85
12/1/13,South,Chamomile,Herbal Tea,140,53,47
8/1/12,East,Caffe Mocha,Espresso,233,25,59
9/1/12,Central,Decaf Irish Cream,Coffee,105,-7,41
2/1/12,Central,Decaf Espresso,Espresso,41,30,22
2/1/12,East,Darjeeling,Tea,132,65,39
3/1/12,East,Darjeeling,Tea,78,16,40
2/1/12,West,Darjeeling,Tea,183,90,40
3/1/13,East,Colombian,Coffee,659,221,126
5/1/12,East,Darjeeling,Tea,134,35,47
5/1/13,West,Darjeeling,Tea,482,178,84
10/1/12,South,Caffe Mocha,Espresso,330,85,59
1/1/12,Central,Decaf Irish Cream,Coffee,178,0,60
1/1/13,Central,Decaf Irish Cream,Coffee,193,115,59
1/1/13,West,Decaf Espresso,Espresso,240,96,49
9/1/12,West,Decaf Irish Cream,Coffee,123,-319,142
8/1/12,Central,Lemon,Herbal Tea,89,33,42
2/1/12,East,Amaretto,Coffee,130,54,51
9/1/13,South,Decaf Irish Cream,Coffee,78,34,13
8/1/12,West,Decaf Espresso,Espresso,307,201,62
1/1/13,Central,Darjeeling,Tea,199,64,62
5/1/12,West,Decaf Espresso,Espresso,507,257,94
7/1/12,West,Decaf Irish Cream,Coffee,142,15,25
3/1/12,East,Darjeeling,Tea,51,15,16
5/1/12,West,Decaf Espresso,Espresso,483,128,102
8/1/13,Central,Darjeeling,Tea,425,185,68
2/1/13,East,Decaf Irish Cream,Coffee,329,162,55
8/1/12,West,Decaf Irish Cream,Coffee,211,43,144
5/1/12,South,Decaf Irish Cream,Coffee,110,32,35
10/1/13,Central,Darjeeling,Tea,314,117,39
1/1/12,East,Darjeeling,Tea,54,18,19
3/1/12,South,Caffe Mocha,Espresso,122,-11,85
10/1/13,Central,Chamomile,Herbal Tea,64,44,23
11/1/12,Central,Chamomile,Herbal Tea,126,12,30
2/1/12,South,Lemon,Herbal Tea,121,35,41
3/1/12,South,Caffe Mocha,Espresso,109,-19,85
5/1/12,Central,Decaf Irish Cream,Coffee,163,39,45
2/1/13,East,Decaf Irish Cream,Coffee,175,7,85
1/1/13,East,Decaf Irish Cream,Coffee,307,188,58
2/1/12,East,Darjeeling,Tea,51,16,22
10/1/12,Central,Chamomile,Herbal Tea,110,36,44
12/1/12,Central,Decaf Irish Cream,Coffee,194,50,50
12/1/12,West,Darjeeling,Tea,126,10,44
2/1/12,West,Darjeeling,Tea,232,82,33
3/1/13,Central,Decaf Irish Cream,Coffee,622,214,39
5/1/12,South,Caffe Latte,Espresso,528,120,88
4/1/12,South,Chamomile,Herbal Tea,60,23,29
10/1/12,West,Decaf Irish Cream,Coffee,115,15,31
2/1/12,East,Decaf Irish Cream,Coffee,199,8,124
4/1/12,West,Decaf Irish Cream,Coffee,194,19,87
10/1/12,South,Decaf Irish Cream,Coffee,119,18,26
8/1/13,East,Darjeeling,Tea,62,31,15
5/1/12,West,Darjeeling,Tea,137,54,45
5/1/13,South,Decaf Irish Cream,Coffee,143,69,52
2/1/12,Central,Decaf Irish Cream,Coffee,207,58,38
2/1/12,West,Darjeeling,Tea,158,43,52
8/1/13,East,Darjeeling,Tea,79,15,30
9/1/12,East,Caffe Mocha,Espresso,163,1,78
7/1/13,West,Caffe Mocha,Espresso,38,21,13
2/1/12,West,Caffe Mocha,Espresso,179,15,45
1/1/13,Central,Darjeeling,Tea,241,138,34
8/1/12,Central,Decaf Irish Cream,Coffee,127,22,25
6/1/13,Central,Darjeeling,Tea,125,37,28
6/1/13,Central,Lemon,Herbal Tea,232,125,49
5/1/12,East,Darjeeling,Tea,30,19,18
8/1/12,Central,Decaf Irish Cream,Coffee,462,105,44
5/1/12,South,Decaf Irish Cream,Coffee,122,27,52
5/1/12,West,Decaf Irish Cream,Coffee,79,7,35
2/1/12,Central,Darjeeling,Tea,278,101,36
2/1/12,South,Decaf Irish Cream,Coffee,126,53,40
2/1/12,Central,Amaretto,Coffee,223,56,47
11/1/12,East,Darjeeling,Tea,90,16,25
2/1/12,West,Decaf Espresso,Espresso,117,46,28
1/1/12,West,Decaf Irish Cream,Coffee,173,25,53
8/1/12,West,Caffe Mocha,Espresso,41,13,16
10/1/13,South,Chamomile,Herbal Tea,71,29,19
8/1/12,West,Decaf Espresso,Espresso,63,8,18
8/1/12,West,Lemon,Herbal Tea,63,14,23
7/1/12,Central,Decaf Irish Cream,Coffee,141,14,57
5/1/13,East,Caffe Mocha,Espresso,269,135,59
1/1/12,Central,Decaf Irish Cream,Coffee,444,291,95
10/1/12,Central,Darjeeling,Tea,236,100,53
5/1/12,East,Mint,Herbal Tea,135,48,47
9/1/13,South,Decaf Irish Cream,Coffee,225,82,69
5/1/12,West,Chamomile,Herbal Tea,187,43,42
10/1/13,Central,Darjeeling,Tea,240,108,37
6/1/13,West,Lemon,Herbal Tea,543,448,115
4/1/12,West,Caffe Latte,Espresso,56,12,25
12/1/12,East,Darjeeling,Tea,78,26,36
12/1/12,Central,Chamomile,Herbal Tea,73,24,38
9/1/13,West,Decaf Espresso,Espresso,56,27,15
2/1/12,West,Decaf Irish Cream,Coffee,112,14,49
2/1/12,East,Lemon,Herbal Tea,102,-8,54
2/1/13,West,Decaf Irish Cream,Coffee,156,67,45
12/1/12,Central,Caffe Mocha,Espresso,136,32,47
9/1/13,West,Decaf Irish Cream,Coffee,96,33,35
10/1/12,East,Decaf Irish Cream,Coffee,193,43,66
1/1/12,East,Decaf Espresso,Espresso,93,40,24
3/1/12,Central,Decaf Irish Cream,Coffee,110,39,51
5/1/12,West,Decaf Espresso,Espresso,94,35,18
1/1/13,Central,Decaf Irish Cream,Coffee,251,145,62
2/1/12,West,Darjeeling,Tea,201,73,63
1/1/13,West,Decaf Espresso,Espresso,130,45,28
8/1/12,East,Chamomile,Herbal Tea,143,26,46
12/1/13,South,Caffe Mocha,Espresso,614,216,96
2/1/12,South,Lemon,Herbal Tea,311,124,98
11/1/13,South,Decaf Espresso,Espresso,202,102,68
10/1/12,West,Lemon,Herbal Tea,55,-4,20
9/1/13,Central,Chamomile,Herbal Tea,199,44,49
5/1/13,Central,Decaf Irish Cream,Coffee,119,31,34
4/1/12,West,Darjeeling,Tea,184,4,70
4/1/12,West,Darjeeling,Tea,119,0,47
12/1/12,South,Caffe Mocha,Espresso,137,31,45
1/1/12,East,Caffe Mocha,Espresso,255,86,109
3/1/13,East,Decaf Irish Cream,Coffee,267,188,130
2/1/12,South,Caffe Mocha,Espresso,138,-6,100
3/1/12,East,Darjeeling,Tea,139,29,37
12/1/12,East,Colombian,Coffee,507,258,101
6/1/13,West,Caffe Latte,Espresso,461,167,100
3/1/13,South,Decaf Espresso,Espresso,230,105,41
1/1/12,East,Darjeeling,Tea,71,7,24
9/1/13,Central,Decaf Irish Cream,Coffee,129,30,38
8/1/12,Central,Lemon,Herbal Tea,37,7,16
2/1/12,South,Lemon,Herbal Tea,110,29,28
2/1/12,East,Colombian,Coffee,530,117,123
5/1/13,West,Chamomile,Herbal Tea,139,45,43
1/1/13,South,Caffe Mocha,Espresso,234,81,87
9/1/13,Central,Decaf Irish Cream,Coffee,156,45,55
5/1/13,South,Decaf Irish Cream,Coffee,89,57,24
10/1/13,East,Chamomile,Herbal Tea,341,112,58
1/1/13,South,Caffe Mocha,Espresso,462,134,93
1/1/12,Central,Decaf Irish Cream,Coffee,190,36,50
6/1/13,Central,Chamomile,Herbal Tea,143,57,38
2/1/12,South,Decaf Irish Cream,Coffee,47,31,22
5/1/13,West,Darjeeling,Tea,544,176,95
5/1/13,South,Decaf Irish Cream,Coffee,62,26,18
12/1/12,East,Caffe Mocha,Espresso,115,-6,72
7/1/12,East,Decaf Irish Cream,Coffee,607,488,147
5/1/13,South,Lemon,Herbal Tea,92,37,19
4/1/12,West,Caffe Latte,Espresso,115,19,42
3/1/12,East,Lemon,Herbal Tea,164,33,40
3/1/13,West,Decaf Espresso,Espresso,123,33,22
10/1/12,South,Lemon,Herbal Tea,273,50,54
2/1/13,East,Decaf Irish Cream,Coffee,265,75,113
11/1/12,East,Lemon,Herbal Tea,131,5,46
1/1/12,East,Decaf Espresso,Espresso,138,89,26
1/1/13,West,Chamomile,Herbal Tea,490,159,119
8/1/12,South,Decaf Irish Cream,Coffee,309,82,53
5/1/12,Central,Decaf Irish Cream,Coffee,106,17,37
10/1/13,Central,Decaf Irish Cream,Coffee,351,184,95
8/1/12,West,Decaf Irish Cream,Coffee,205,38,67
5/1/13,Central,Amaretto,Coffee,471,170,43
11/1/12,East,Lemon,Herbal Tea,87,-5,48
10/1/12,South,Decaf Espresso,Espresso,201,77,52
1/1/12,Central,Decaf Irish Cream,Coffee,190,78,65
12/1/12,Central,Lemon,Herbal Tea,88,3,41
4/1/12,Central,Lemon,Herbal Tea,184,50,38
8/1/12,West,Decaf Espresso,Espresso,61,8,19
2/1/12,South,Caffe Mocha,Espresso,127,28,26
5/1/13,East,Decaf Irish Cream,Coffee,206,63,58
8/1/12,West,Decaf Irish Cream,Coffee,114,28,49
5/1/13,Central,Chamomile,Herbal Tea,428,141,37
4/1/12,Central,Decaf Irish Cream,Coffee,116,4,55
6/1/13,Central,Decaf Irish Cream,Coffee,274,140,56
2/1/12,South,Caffe Mocha,Espresso,175,60,58
1/1/13,West,Decaf Irish Cream,Coffee,197,69,50
5/1/13,Central,Decaf Irish Cream,Coffee,106,41,20
2/1/12,West,Chamomile,Herbal Tea,216,59,45
10/1/12,East,Darjeeling,Tea,51,16,18
2/1/12,East,Decaf Irish Cream,Coffee,210,96,56
2/1/12,South,Caffe Mocha,Espresso,125,40,24
1/1/12,Central,Decaf Espresso,Espresso,86,34,22
10/1/12,West,Chamomile,Herbal Tea,297,87,62
7/1/12,South,Decaf Irish Cream,Coffee,128,64,27
7/1/12,West,Darjeeling,Tea,570,141,68
4/1/12,East,Regular Espresso,Espresso,93,-3,49
2/1/12,West,Darjeeling,Tea,165,79,50
5/1/12,East,Decaf Espresso,Espresso,108,22,51
3/1/12,Central,Darjeeling,Tea,152,84,32
7/1/12,East,Caffe Mocha,Espresso,309,77,73
11/1/12,East,Darjeeling,Tea,112,29,33
12/1/12,West,Caffe Mocha,Espresso,147,2,107
5/1/13,Central,Decaf Irish Cream,Coffee,112,31,38
6/1/13,South,Decaf Irish Cream,Coffee,518,239,135
10/1/12,East,Darjeeling,Tea,54,4,21
1/1/13,South,Decaf Irish Cream,Coffee,155,85,54
11/1/12,East,Lemon,Herbal Tea,83,19,20
1/1/12,East,Darjeeling,Tea,77,27,21
12/1/12,Central,Chamomile,Herbal Tea,289,134,46
2/1/13,West,Darjeeling,Tea,551,178,97
5/1/12,South,Lemon,Herbal Tea,127,23,53
9/1/13,East,Decaf Irish Cream,Coffee,223,89,51
8/1/12,East,Darjeeling,Tea,103,16,20
5/1/13,West,Decaf Irish Cream,Coffee,117,33,48
1/1/13,East,Decaf Irish Cream,Coffee,240,97,55
3/1/12,West,Decaf Irish Cream,Coffee,200,1,46
8/1/12,West,Lemon,Herbal Tea,304,94,140
8/1/12,South,Decaf Irish Cream,Coffee,134,23,54
8/1/13,Central,Decaf Irish Cream,Coffee,223,55,67
2/1/12,West,Darjeeling,Tea,275,179,87
8/1/13,Central,Lemon,Herbal Tea,61,24,25
12/1/13,South,Caffe Mocha,Espresso,185,53,53
5/1/12,West,Chamomile,Herbal Tea,270,62,62
9/1/13,West,Decaf Irish Cream,Coffee,85,13,36
9/1/12,Central,Decaf Irish Cream,Coffee,167,65,52
10/1/12,Central,Darjeeling,Tea,180,89,38
8/1/13,East,Mint,Herbal Tea,86,19,32
4/1/12,West,Decaf Espresso,Espresso,106,27,38
5/1/12,Central,Decaf Irish Cream,Coffee,106,17,48
11/1/12,West,Chamomile,Herbal Tea,251,89,55
5/1/12,South,Decaf Irish Cream,Coffee,122,21,31
4/1/12,Central,Darjeeling,Tea,71,4,41
7/1/13,Central,Decaf Espresso,Espresso,86,37,17
3/1/13,East,Decaf Irish Cream,Coffee,230,93,57
2/1/12,South,Decaf Irish Cream,Coffee,154,51,49
1/1/13,South,Chamomile,Herbal Tea,219,18,51
1/1/13,West,Chamomile,Herbal Tea,453,216,81
12/1/12,Central,Lemon,Herbal Tea,206,37,43
9/1/13,Central,Lemon,Herbal Tea,310,115,41
1/1/12,Central,Decaf Irish Cream,Coffee,194,50,41
11/1/12,East,Decaf Espresso,Espresso,208,95,61
1/1/13,Central,Chamomile,Herbal Tea,250,98,53
10/1/12,West,Darjeeling,Tea,289,129,45
9/1/12,South,Lemon,Herbal Tea,160,35,54
8/1/12,West,Amaretto,Coffee,231,37,66
10/1/13,West,Lemon,Herbal Tea,133,46,26
11/1/12,East,Darjeeling,Tea,93,23,19
3/1/13,Central,Lemon,Herbal Tea,341,210,114
4/1/12,South,Decaf Irish Cream,Coffee,122,19,38
11/1/12,East,Darjeeling,Tea,63,6,15
11/1/12,East,Darjeeling,Tea,52,3,26
5/1/13,West,Darjeeling,Tea,95,-17,131
11/1/13,West,Decaf Irish Cream,Coffee,73,-9,24
5/1/12,West,Darjeeling,Tea,154,71,49
7/1/12,West,Decaf Irish Cream,Coffee,99,30,40
7/1/12,West,Decaf Irish Cream,Coffee,569,253,166
1/1/12,East,Decaf Espresso,Espresso,234,83,56
10/1/12,South,Caffe Mocha,Espresso,311,103,57
2/1/12,West,Decaf Irish Cream,Coffee,185,35,113
