"Region","Year","Number_of_Vehicles","Vehicle_Type"
"Gotlands län","2010",32425,"passenger cars"
"Gotlands län","2011",32796,"passenger cars"
"Gotlands län","2012",32934,"passenger cars"
"Gotlands län","2013",33311,"passenger cars"
"Gotlands län","2014",33914,"passenger cars"
"Gotlands län","2015",34490,"passenger cars"
"Gotlands län","2016",35175,"passenger cars"
"Gotlands län","2017",35733,"passenger cars"
"Gotlands län","2018",36042,"passenger cars"
"Gotlands län","2019",36089,"passenger cars"
"Gotlands län","2020",36663,"passenger cars"
"Gotlands län","2021",36896,"passenger cars"
"Gotlands län","2022",36890,"passenger cars"
"Gotlands län","2002",3231,"light lorries"
"Gotlands län","2003",3392,"light lorries"
"Gotlands län","2004",3636,"light lorries"
"Gotlands län","2005",3812,"light lorries"
"Gotlands län","2006",3887,"light lorries"
"Gotlands län","2007",4061,"light lorries"
"Gotlands län","2008",4094,"light lorries"
"Gotlands län","2009",4236,"light lorries"
"Gotlands län","2010",4323,"light lorries"
"Gotlands län","2011",4524,"light lorries"
"Gotlands län","2012",4630,"light lorries"
"Gotlands län","2013",4808,"light lorries"
"Gotlands län","2014",5034,"light lorries"
"Gotlands län","2015",5219,"light lorries"
"Gotlands län","2016",5397,"light lorries"
"Gotlands län","2017",5577,"light lorries"
"Gotlands län","2018",5716,"light lorries"
"Gotlands län","2019",5930,"light lorries"
"Gotlands län","2020",6085,"light lorries"
"Gotlands län","2021",6162,"light lorries"
"Gotlands län","2022",6138,"light lorries"
"Gotlands län","2002",578,"heavy lorries"
"Gotlands län","2003",591,"heavy lorries"
"Gotlands län","2004",610,"heavy lorries"
"Gotlands län","2005",594,"heavy lorries"
"Gotlands län","2006",604,"heavy lorries"
"Gotlands län","2007",604,"heavy lorries"
"Gotlands län","2008",602,"heavy lorries"
"Gotlands län","2009",625,"heavy lorries"
"Gotlands län","2010",604,"heavy lorries"
"Gotlands län","2011",625,"heavy lorries"
"Gotlands län","2012",610,"heavy lorries"
"Gotlands län","2013",607,"heavy lorries"
"Gotlands län","2014",654,"heavy lorries"
"Gotlands län","2015",674,"heavy lorries"
"Gotlands län","2016",698,"heavy lorries"
"Gotlands län","2017",681,"heavy lorries"
"Gotlands län","2018",668,"heavy lorries"
"Gotlands län","2019",666,"heavy lorries"
"Gotlands län","2020",674,"heavy lorries"
"Gotlands län","2021",655,"heavy lorries"
"Gotlands län","2022",638,"heavy lorries"
"Gotlands län","2002",57,"towing vehicles"
"Gotlands län","2003",55,"towing vehicles"
"Gotlands län","2004",52,"towing vehicles"
"Gotlands län","2005",54,"towing vehicles"
"Gotlands län","2006",61,"towing vehicles"
"Gotlands län","2007",60,"towing vehicles"
"Gotlands län","2008",51,"towing vehicles"
"Gotlands län","2009",54,"towing vehicles"
"Gotlands län","2010",62,"towing vehicles"
"Gotlands län","2011",67,"towing vehicles"
"Gotlands län","2012",68,"towing vehicles"
"Gotlands län","2013",63,"towing vehicles"
"Gotlands län","2014",67,"towing vehicles"
"Gotlands län","2015",67,"towing vehicles"
"Gotlands län","2016",64,"towing vehicles"
"Gotlands län","2017",63,"towing vehicles"
"Gotlands län","2018",63,"towing vehicles"
"Gotlands län","2019",61,"towing vehicles"
"Gotlands län","2020",59,"towing vehicles"
"Gotlands län","2021",57,"towing vehicles"
"Gotlands län","2022",59,"towing vehicles"
"Gotlands län","2002",96,"buses"
"Gotlands län","2003",92,"buses"
"Gotlands län","2004",88,"buses"
"Gotlands län","2005",84,"buses"
"Gotlands län","2006",84,"buses"
"Gotlands län","2007",82,"buses"
"Gotlands län","2008",74,"buses"
"Gotlands län","2009",68,"buses"
"Gotlands län","2010",69,"buses"
"Gotlands län","2011",73,"buses"
"Gotlands län","2012",58,"buses"
"Gotlands län","2013",63,"buses"
"Gotlands län","2014",59,"buses"
"Gotlands län","2015",56,"buses"
"Gotlands län","2016",58,"buses"
"Gotlands län","2017",56,"buses"
"Gotlands län","2018",54,"buses"
"Gotlands län","2019",65,"buses"
"Gotlands län","2020",4,"buses"
"Gotlands län","2021",10,"buses"
"Gotlands län","2022",6,"buses"
"Gotlands län","2002",1456,"motorcycles"
"Gotlands län","2003",1590,"motorcycles"
"Gotlands län","2004",1732,"motorcycles"
"Gotlands län","2005",1915,"motorcycles"
"Gotlands län","2006",2027,"motorcycles"
"Gotlands län","2007",2107,"motorcycles"
"Gotlands län","2008",2272,"motorcycles"
"Gotlands län","2009",2381,"motorcycles"
"Gotlands län","2010",2442,"motorcycles"
"Gotlands län","2011",2506,"motorcycles"
"Gotlands län","2012",2557,"motorcycles"
"Gotlands län","2013",2599,"motorcycles"
"Gotlands län","2014",2587,"motorcycles"
"Gotlands län","2015",2645,"motorcycles"
"Gotlands län","2016",2727,"motorcycles"
"Gotlands län","2017",2755,"motorcycles"
"Gotlands län","2018",2759,"motorcycles"
"Gotlands län","2019",2773,"motorcycles"
"Gotlands län","2020",2862,"motorcycles"
"Gotlands län","2021",2956,"motorcycles"
"Gotlands län","2022",3040,"motorcycles"
"Gotlands län","2002",276,"mopeds class 1"
"Gotlands län","2003",370,"mopeds class 1"
"Gotlands län","2004",504,"mopeds class 1"
"Gotlands län","2005",702,"mopeds class 1"
"Gotlands län","2006",809,"mopeds class 1"
"Gotlands län","2007",877,"mopeds class 1"
"Gotlands län","2008",937,"mopeds class 1"
"Gotlands län","2009",1004,"mopeds class 1"
"Gotlands län","2010",880,"mopeds class 1"
"Gotlands län","2011",844,"mopeds class 1"
"Gotlands län","2012",849,"mopeds class 1"
"Gotlands län","2013",809,"mopeds class 1"
"Gotlands län","2014",825,"mopeds class 1"
"Gotlands län","2015",816,"mopeds class 1"
"Gotlands län","2016",842,"mopeds class 1"
"Gotlands län","2017",918,"mopeds class 1"
"Gotlands län","2018",904,"mopeds class 1"
"Gotlands län","2019",910,"mopeds class 1"
"Gotlands län","2020",1072,"mopeds class 1"
"Gotlands län","2021",1032,"mopeds class 1"
"Gotlands län","2022",1030,"mopeds class 1"
"Gotlands län","2002",5969,"tractors"
"Gotlands län","2003",5973,"tractors"
"Gotlands län","2004",5997,"tractors"
"Gotlands län","2005",5992,"tractors"
"Gotlands län","2006",5958,"tractors"
"Gotlands län","2007",5906,"tractors"
"Gotlands län","2008",5874,"tractors"
"Gotlands län","2009",5874,"tractors"
"Gotlands län","2010",5820,"tractors"
"Gotlands län","2011",5842,"tractors"
"Gotlands län","2012",5882,"tractors"
"Gotlands län","2013",5887,"tractors"
"Gotlands län","2014",5905,"tractors"
"Gotlands län","2015",5866,"tractors"
"Gotlands län","2016",5901,"tractors"
"Gotlands län","2017",5942,"tractors"
"Gotlands län","2018",5951,"tractors"
"Gotlands län","2019",5985,"tractors"
"Gotlands län","2020",6090,"tractors"
"Gotlands län","2021",6187,"tractors"
"Gotlands län","2022",6252,"tractors"
"Gotlands län","2002",0,"snowmobiles"
"Gotlands län","2003",0,"snowmobiles"
"Gotlands län","2004",0,"snowmobiles"
"Gotlands län","2005",0,"snowmobiles"
"Gotlands län","2006",0,"snowmobiles"
"Gotlands län","2007",0,"snowmobiles"
"Gotlands län","2008",0,"snowmobiles"
"Gotlands län","2009",55,"snowmobiles"
"Gotlands län","2010",50,"snowmobiles"
"Gotlands län","2011",51,"snowmobiles"
"Gotlands län","2012",51,"snowmobiles"
"Gotlands län","2013",53,"snowmobiles"
"Gotlands län","2014",50,"snowmobiles"
"Gotlands län","2015",52,"snowmobiles"
"Gotlands län","2016",56,"snowmobiles"
"Gotlands län","2017",57,"snowmobiles"
"Gotlands län","2018",57,"snowmobiles"
"Gotlands län","2019",58,"snowmobiles"
"Gotlands län","2020",60,"snowmobiles"
"Gotlands län","2021",71,"snowmobiles"
"Gotlands län","2022",60,"snowmobiles"
"Gotlands län","2002",0,"all-terrain vehicles"
"Gotlands län","2003",0,"all-terrain vehicles"
"Gotlands län","2004",0,"all-terrain vehicles"
"Gotlands län","2005",0,"all-terrain vehicles"
"Gotlands län","2006",0,"all-terrain vehicles"
"Gotlands län","2007",0,"all-terrain vehicles"
"Gotlands län","2008",0,"all-terrain vehicles"
"Gotlands län","2009",292,"all-terrain vehicles"
"Gotlands län","2010",330,"all-terrain vehicles"
"Gotlands län","2011",392,"all-terrain vehicles"
"Gotlands län","2012",427,"all-terrain vehicles"
"Gotlands län","2013",477,"all-terrain vehicles"
"Gotlands län","2014",479,"all-terrain vehicles"
"Gotlands län","2015",509,"all-terrain vehicles"
"Gotlands län","2016",536,"all-terrain vehicles"
"Gotlands län","2017",551,"all-terrain vehicles"
"Gotlands län","2018",558,"all-terrain vehicles"
"Gotlands län","2019",565,"all-terrain vehicles"
"Gotlands län","2020",577,"all-terrain vehicles"
"Gotlands län","2021",581,"all-terrain vehicles"
"Gotlands län","2022",585,"all-terrain vehicles"
"Gotlands län","2002",135,"cross-country scooters"
"Gotlands län","2003",166,"cross-country scooters"
"Gotlands län","2004",175,"cross-country scooters"
"Gotlands län","2005",198,"cross-country scooters"
"Gotlands län","2006",234,"cross-country scooters"
"Gotlands län","2007",291,"cross-country scooters"
"Gotlands län","2008",325,"cross-country scooters"
"Gotlands län","2009",5,"cross-country scooters"
"Gotlands län","2010",5,"cross-country scooters"
"Gotlands län","2011",5,"cross-country scooters"
"Gotlands län","2012",5,"cross-country scooters"
"Gotlands län","2013",7,"cross-country scooters"
"Gotlands län","2014",7,"cross-country scooters"
"Gotlands län","2015",6,"cross-country scooters"
"Gotlands län","2016",6,"cross-country scooters"
"Gotlands län","2017",8,"cross-country scooters"
"Gotlands län","2018",7,"cross-country scooters"
"Gotlands län","2019",8,"cross-country scooters"
"Gotlands län","2020",8,"cross-country scooters"
"Gotlands län","2021",8,"cross-country scooters"
"Gotlands län","2022",9,"cross-country scooters"
"Gotlands län","2002",6426,"trailers"
"Gotlands län","2003",6703,"trailers"
"Gotlands län","2004",7008,"trailers"
"Gotlands län","2005",7343,"trailers"
"Gotlands län","2006",7576,"trailers"
"Gotlands län","2007",7892,"trailers"
"Gotlands län","2008",8165,"trailers"
"Gotlands län","2009",8417,"trailers"
"Gotlands län","2010",8595,"trailers"
"Gotlands län","2011",8902,"trailers"
"Gotlands län","2012",9111,"trailers"
"Gotlands län","2013",9348,"trailers"
"Gotlands län","2014",9642,"trailers"
"Gotlands län","2015",9971,"trailers"
"Gotlands län","2016",10368,"trailers"
"Gotlands län","2017",10715,"trailers"
"Gotlands län","2018",11004,"trailers"
"Gotlands län","2019",11242,"trailers"
"Gotlands län","2020",11544,"trailers"
"Gotlands län","2021",11885,"trailers"
"Gotlands län","2022",12111,"trailers"
"Blekinge län","2002",74251,"passenger cars"
"Blekinge län","2003",74923,"passenger cars"
"Blekinge län","2004",75355,"passenger cars"
"Blekinge län","2005",75875,"passenger cars"
"Blekinge län","2006",76406,"passenger cars"
"Blekinge län","2007",77548,"passenger cars"
"Blekinge län","2008",77403,"passenger cars"
"Blekinge län","2009",77667,"passenger cars"
"Blekinge län","2010",77931,"passenger cars"
"Blekinge län","2011",78734,"passenger cars"
"Blekinge län","2012",79086,"passenger cars"
"Blekinge län","2013",79591,"passenger cars"
"Blekinge län","2014",80808,"passenger cars"
"Blekinge län","2015",82300,"passenger cars"
"Blekinge län","2016",84001,"passenger cars"
"Blekinge län","2017",85088,"passenger cars"
"Blekinge län","2018",85523,"passenger cars"
"Blekinge län","2019",85601,"passenger cars"
"Blekinge län","2020",85961,"passenger cars"
"Blekinge län","2021",86192,"passenger cars"
"Blekinge län","2022",85945,"passenger cars"
"Blekinge län","2002",4903,"light lorries"
"Blekinge län","2003",5157,"light lorries"
"Blekinge län","2004",5436,"light lorries"
"Blekinge län","2005",5602,"light lorries"
"Blekinge län","2006",5870,"light lorries"
"Blekinge län","2007",6115,"light lorries"
"Blekinge län","2008",6164,"light lorries"
"Blekinge län","2009",6284,"light lorries"
"Blekinge län","2010",6427,"light lorries"
"Blekinge län","2011",6633,"light lorries"
"Blekinge län","2012",6756,"light lorries"
"Blekinge län","2013",6878,"light lorries"
"Blekinge län","2014",7114,"light lorries"
"Blekinge län","2015",7282,"light lorries"
"Blekinge län","2016",7569,"light lorries"
"Blekinge län","2017",7831,"light lorries"
"Blekinge län","2018",8011,"light lorries"
"Blekinge län","2019",8063,"light lorries"
"Blekinge län","2020",8336,"light lorries"
"Blekinge län","2021",8418,"light lorries"
"Blekinge län","2022",8294,"light lorries"
"Blekinge län","2002",1124,"heavy lorries"
"Blekinge län","2003",1096,"heavy lorries"
"Blekinge län","2004",1048,"heavy lorries"
"Blekinge län","2005",1044,"heavy lorries"
"Blekinge län","2006",1048,"heavy lorries"
"Blekinge län","2007",1053,"heavy lorries"
"Blekinge län","2008",996,"heavy lorries"
"Blekinge län","2009",1008,"heavy lorries"
"Blekinge län","2010",988,"heavy lorries"
"Blekinge län","2011",1021,"heavy lorries"
"Blekinge län","2012",994,"heavy lorries"
"Blekinge län","2013",982,"heavy lorries"
"Blekinge län","2014",1003,"heavy lorries"
"Blekinge län","2015",974,"heavy lorries"
"Blekinge län","2016",976,"heavy lorries"
"Blekinge län","2017",1016,"heavy lorries"
"Blekinge län","2018",1025,"heavy lorries"
"Blekinge län","2019",1013,"heavy lorries"
"Blekinge län","2020",1031,"heavy lorries"
"Blekinge län","2021",1058,"heavy lorries"
"Blekinge län","2022",1047,"heavy lorries"
"Blekinge län","2002",151,"towing vehicles"
"Blekinge län","2003",150,"towing vehicles"
"Blekinge län","2004",138,"towing vehicles"
"Blekinge län","2005",128,"towing vehicles"
"Blekinge län","2006",117,"towing vehicles"
"Blekinge län","2007",123,"towing vehicles"
"Blekinge län","2008",106,"towing vehicles"
"Blekinge län","2009",106,"towing vehicles"
"Blekinge län","2010",110,"towing vehicles"
"Blekinge län","2011",112,"towing vehicles"
"Blekinge län","2012",99,"towing vehicles"
"Blekinge län","2013",90,"towing vehicles"
"Blekinge län","2014",92,"towing vehicles"
"Blekinge län","2015",92,"towing vehicles"
"Blekinge län","2016",88,"towing vehicles"
"Blekinge län","2017",101,"towing vehicles"
"Blekinge län","2018",88,"towing vehicles"
"Blekinge län","2019",89,"towing vehicles"
"Blekinge län","2020",117,"towing vehicles"
"Blekinge län","2021",128,"towing vehicles"
"Blekinge län","2022",143,"towing vehicles"
"Blekinge län","2002",223,"buses"
"Blekinge län","2003",224,"buses"
"Blekinge län","2004",211,"buses"
"Blekinge län","2005",211,"buses"
"Blekinge län","2006",81,"buses"
"Blekinge län","2007",81,"buses"
"Blekinge län","2008",77,"buses"
"Blekinge län","2009",73,"buses"
"Blekinge län","2010",72,"buses"
"Blekinge län","2011",58,"buses"
"Blekinge län","2012",48,"buses"
"Blekinge län","2013",55,"buses"
"Blekinge län","2014",49,"buses"
"Blekinge län","2015",56,"buses"
"Blekinge län","2016",52,"buses"
"Blekinge län","2017",53,"buses"
"Blekinge län","2018",52,"buses"
"Blekinge län","2019",53,"buses"
"Blekinge län","2020",32,"buses"
"Blekinge län","2021",36,"buses"
"Blekinge län","2022",47,"buses"
"Blekinge län","2002",4285,"motorcycles"
"Blekinge län","2003",4575,"motorcycles"
"Blekinge län","2004",4936,"motorcycles"
"Blekinge län","2005",5269,"motorcycles"
"Blekinge län","2006",5594,"motorcycles"
"Blekinge län","2007",5715,"motorcycles"
"Blekinge län","2008",5902,"motorcycles"
"Blekinge län","2009",6008,"motorcycles"
"Blekinge län","2010",5954,"motorcycles"
"Blekinge län","2011",6034,"motorcycles"
"Blekinge län","2012",6047,"motorcycles"
"Blekinge län","2013",6083,"motorcycles"
"Blekinge län","2014",5961,"motorcycles"
"Blekinge län","2015",5968,"motorcycles"
"Blekinge län","2016",6071,"motorcycles"
"Blekinge län","2017",6016,"motorcycles"
"Blekinge län","2018",6044,"motorcycles"
"Blekinge län","2019",6176,"motorcycles"
"Blekinge län","2020",6325,"motorcycles"
"Blekinge län","2021",6431,"motorcycles"
"Blekinge län","2022",6473,"motorcycles"
"Blekinge län","2002",595,"mopeds class 1"
"Blekinge län","2003",824,"mopeds class 1"
"Blekinge län","2004",1246,"mopeds class 1"
"Blekinge län","2005",1635,"mopeds class 1"
"Blekinge län","2006",2056,"mopeds class 1"
"Blekinge län","2007",2257,"mopeds class 1"
"Blekinge län","2008",2399,"mopeds class 1"
"Blekinge län","2009",2406,"mopeds class 1"
"Blekinge län","2010",1948,"mopeds class 1"
"Blekinge län","2011",1916,"mopeds class 1"
"Blekinge län","2012",1785,"mopeds class 1"
"Blekinge län","2013",1750,"mopeds class 1"
"Blekinge län","2014",1844,"mopeds class 1"
"Blekinge län","2015",1886,"mopeds class 1"
"Blekinge län","2016",1860,"mopeds class 1"
"Blekinge län","2017",1938,"mopeds class 1"
"Blekinge län","2018",2081,"mopeds class 1"
"Blekinge län","2019",2234,"mopeds class 1"
"Blekinge län","2020",2510,"mopeds class 1"
"Blekinge län","2021",2411,"mopeds class 1"
"Blekinge län","2022",2474,"mopeds class 1"
"Blekinge län","2002",6634,"tractors"
"Blekinge län","2003",6646,"tractors"
"Blekinge län","2004",6723,"tractors"
"Blekinge län","2005",6791,"tractors"
"Blekinge län","2006",6919,"tractors"
"Blekinge län","2007",6898,"tractors"
"Blekinge län","2008",6850,"tractors"
"Blekinge län","2009",6831,"tractors"
"Blekinge län","2010",6890,"tractors"
"Blekinge län","2011",6928,"tractors"
"Blekinge län","2012",6940,"tractors"
"Blekinge län","2013",6962,"tractors"
"Blekinge län","2014",7077,"tractors"
"Blekinge län","2015",7145,"tractors"
"Blekinge län","2016",7206,"tractors"
"Blekinge län","2017",7202,"tractors"
"Blekinge län","2018",7216,"tractors"
"Blekinge län","2019",7304,"tractors"
"Blekinge län","2020",7506,"tractors"
