Ddate,Sales,Profit,Expenses
2013-01-01,240,97,55
2012-03-01,200,1,46
2012-08-01,304,94,140
2012-08-01,134,23,54
2013-08-01,223,55,67
2012-02-01,275,179,87
2013-08-01,61,24,25
2013-12-01,185,53,53
2012-05-01,270,62,62
2013-09-01,85,13,36
2012-09-01,167,65,52
2012-10-01,180,89,38
2013-08-01,86,19,32
2012-04-01,106,27,38
2012-05-01,106,17,48
2012-11-01,251,89,55
2012-05-01,122,21,31
2012-04-01,71,4,41
2013-07-01,86,37,17
2013-03-01,230,93,57
2012-02-01,154,51,49
2013-01-01,219,18,51
2013-01-01,453,216,81
2012-12-01,206,37,43
2013-09-01,310,115,41
2012-01-01,194,50,41
2012-11-01,208,95,61
2013-01-01,250,98,53
2012-10-01,289,129,45
2012-09-01,160,35,54
2012-08-01,231,37,66
2013-10-01,133,46,26
2012-11-01,93,23,19
2013-03-01,341,210,114
2012-04-01,122,19,38
2012-11-01,63,6,15
2012-11-01,52,3,26
2013-05-01,95,-17,131
2013-11-01,73,-9,24
2012-05-01,154,71,49
2012-07-01,99,30,40
2012-07-01,569,253,166
2012-01-01,234,83,56
2012-10-01,311,103,57
2012-02-01,185,35,113
2013-03-01,222,102,37
2012-05-01,178,35,63
2013-09-01,126,37,48
2012-02-01,65,20,22
2013-02-01,293,121,42
2012-07-01,618,198,184
2012-09-01,82,14,42
2013-01-01,266,64,68
2012-11-01,76,30,24
2012-05-01,186,60,55
2013-09-01,351,177,102
2012-04-01,116,34,31
2013-02-01,145,48,50
2012-02-01,48,12,21
2012-05-01,290,151,63
2012-08-01,247,103,61
2012-10-01,180,72,64
2013-10-01,626,173,123
2013-05-01,305,119,36
2013-11-01,65,-3,45
2013-10-01,553,227,123
2012-07-01,278,119,135
2013-05-01,202,42,60
2012-07-01,317,135,65
2013-08-01,517,176,115
2012-08-01,314,46,137
2012-10-01,186,76,35
2012-04-01,109,27,35
2013-04-01,244,70,67
2012-10-01,311,91,64
2012-04-01,77,5,106
2012-03-01,203,25,65
2013-02-01,85,38,41
2013-02-01,109,-1,42
2013-10-01,576,165,132
2013-01-01,84,26,36
2012-02-01,228,110,96
2013-05-01,114,33,44
2012-02-01,61,24,23
2013-01-01,138,46,43
2012-12-01,132,32,26
2012-01-01,293,101,105
2013-03-01,315,135,85
2012-10-01,299,129,66
2012-02-01,62,39,26
2013-04-01,605,571,111
2012-09-01,337,237,138
2013-08-01,79,24,31
2013-10-01,64,-33,37
2012-03-01,110,37,19
2013-05-01,135,60,39
2013-05-01,59,41,31
2012-08-01,60,9,22
2012-09-01,88,-7,45
2012-06-01,122,58,49
2012-12-01,98,32,41
2013-01-01,200,80,60
2012-02-01,273,125,37
2012-02-01,153,61,37
2012-02-01,121,25,43
2013-02-01,348,121,54
2013-09-01,71,20,13
2013-07-01,40,18,18
2013-03-01,246,101,43
2013-09-01,277,26,58
2013-01-01,93,26,47
2013-08-01,791,432,137
2012-12-01,171,14,51
2012-12-01,116,24,25
2013-02-01,125,-5,34
2013-09-01,348,97,58
2012-11-01,124,44,23
2013-02-01,99,34,42
2012-10-01,216,90,43
2012-07-01,223,72,58
2012-07-01,148,16,63
2012-12-01,307,186,42
2012-01-01,134,43,23
2012-02-01,205,125,61
2012-02-01,218,70,35
2013-05-01,73,39,21
2012-02-01,96,2,46
2013-03-01,253,117,50
2013-01-01,140,45,38
2012-01-01,309,186,80
2012-07-01,287,89,60
2013-11-01,114,-15,41
2013-05-01,132,41,39
2012-05-01,92,20,18
2013-12-01,64,28,15
2012-06-01,267,136,51
2012-10-01,514,115,92
2012-08-01,79,11,42
2012-02-01,194,77,40
2012-10-01,304,121,66
2013-10-01,468,138,86
2012-09-01,271,53,55
2012-11-01,67,30,23
2013-05-01,128,58,38
2012-10-01,257,87,62
2012-11-01,73,14,20
2012-07-01,708,170,64
2012-07-01,287,40,69
2012-01-01,260,139,126
2012-09-01,156,-37,89
2012-04-01,106,9,39
2013-09-01,351,195,37
2012-11-01,127,23,39
2012-10-01,105,2,44
2012-11-01,77,18,19
2012-02-01,168,70,40
2013-09-01,129,49,34
2012-07-01,214,82,44
2013-11-01,544,148,100
2012-10-01,166,30,60
2012-12-01,216,49,59
2012-12-01,513,220,91
2012-07-01,227,114,45
2013-12-01,617,217,145
2012-03-01,146,40,35
2013-06-01,154,44,49
2013-06-01,506,337,98
2013-12-01,212,55,65
2012-11-01,86,6,21
2012-09-01,89,-7,69
2012-01-01,128,43,23
2012-05-01,170,26,62
2013-03-01,260,66,57
2012-03-01,187,43,82
2013-02-01,249,35,56
2013-02-01,75,4,24
2013-08-01,46,25,18
2012-04-01,113,20,39
2012-08-01,335,151,42
2012-04-01,124,-11,69
2013-07-01,226,124,37
2012-12-01,89,-9,69
2012-11-01,94,18,20
2012-11-01,76,21,27
2013-07-01,90,32,22
2012-04-01,182,-2,53
2013-02-01,303,119,36
2013-08-01,55,7,20
2013-01-01,243,77,47
2012-07-01,177,17,68
2012-08-01,208,98,65
2012-02-01,61,31,23
2013-08-01,76,19,21
2013-03-01,323,315,136
2012-01-01,145,57,41
2012-10-01,41,5,19
2013-02-01,167,74,56
2013-08-01,68,17,35
2013-04-01,536,555,136
2012-05-01,245,69,43
2012-11-01,135,5,44
2012-10-01,62,-2,24
2013-04-01,144,49,36
2012-12-01,154,24,47
2012-11-01,148,23,42
2012-02-01,131,50,31
2013-12-01,636,256,127
2013-12-01,611,158,133
2012-08-01,214,33,58
2012-09-01,102,4,86
2013-09-01,163,54,49
2012-01-01,124,71,26
2013-12-01,319,129,58
2012-08-01,171,44,47
2012-02-01,115,-11,76
2013-05-01,192,162,60
2013-08-01,105,14,18
2013-10-01,223,81,56
2012-08-01,60,4,17
2012-01-01,145,81,37
2013-08-01,382,219,87
2012-04-01,124,9,54
2012-02-01,53,16,27
2012-03-01,93,20,36
2012-02-01,132,38,44
2012-12-01,292,109,42
2012-08-01,331,167,71
2012-03-01,204,75,90
2013-10-01,130,-19,62
2012-10-01,156,68,34
2013-01-01,525,222,138
2012-08-01,240,152,45
2012-02-01,110,32,30
2012-02-01,169,59,34
2012-08-01,87,29,26
2013-08-01,90,13,15
2013-04-01,194,122,35
2013-03-01,208,103,42
2012-07-01,652,343,151
2013-08-01,54,20,36
2013-05-01,468,88,102
2012-02-01,116,43,47
2012-01-01,262,75,65
2013-03-01,247,248,82
2012-02-01,55,10,18
2012-04-01,173,108,45
2012-07-01,194,-214,63
2012-04-01,169,36,47
2012-10-01,231,101,64
2012-05-01,490,182,126
2012-08-01,209,38,67
2012-02-01,123,29,40
2012-10-01,147,13,46
2012-08-01,175,41,62
2013-04-01,205,84,43
2012-07-01,259,-117,145
2013-05-01,525,137,100
2012-10-01,259,101,46
2013-01-01,142,41,63
2012-03-01,154,30,36
2013-02-01,165,75,38
2012-01-01,113,31,23
2012-02-01,127,36,26
2012-02-01,271,62,54
2012-05-01,141,32,47
2013-02-01,141,-3,55
2013-03-01,633,208,103
2013-02-01,250,94,58
2012-01-01,562,284,98
2012-08-01,338,163,43
2012-05-01,78,16,34
2013-10-01,67,19,20
2012-12-01,117,17,42
2012-02-01,50,46,24
2012-04-01,127,21,38
2012-01-01,65,23,18
2012-02-01,93,31,23
2012-09-01,142,10,131
2012-07-01,120,17,28
2012-05-01,105,-3,32
2012-03-01,174,36,35
2013-08-01,71,13,22
2012-02-01,134,-5,58
2012-07-01,115,65,53
2013-09-01,164,39,53
2012-01-01,129,58,39
2012-05-01,103,29,18
2013-02-01,235,88,93
2012-12-01,257,165,42
2013-03-01,270,102,108
2012-04-01,122,30,33
2013-07-01,66,43,17
2012-02-01,262,110,116
2012-08-01,232,82,66
2012-10-01,267,103,43
2013-01-01,202,61,44
2012-01-01,168,68,37
2013-09-01,651,286,95
2013-03-01,210,105,49
2012-02-01,109,38,44
2013-07-01,329,547,67
2012-07-01,197,10,70
2013-02-01,98,51,16
2012-07-01,49,11,16
2012-08-01,84,3,42
2012-08-01,225,15,131
2013-03-01,365,174,124
2013-09-01,150,82,42
2013-11-01,70,-10,45
2012-01-01,144,-2,55
2013-09-01,542,526,98
2012-08-01,276,90,64
2012-08-01,45,13,19
2013-11-01,228,142,62
2013-09-01,81,46,31
2013-02-01,84,48,18
2012-02-01,298,103,94
2012-05-01,110,12,40
2012-02-01,106,8,66
2013-01-01,198,-16,108
2013-03-01,163,73,45
2013-12-01,126,-10,74
2013-03-01,220,126,81
2012-09-01,149,45,67
2012-10-01,572,166,133
2013-05-01,103,30,41
2012-07-01,196,66,62
2012-02-01,211,64,41
2012-10-01,298,62,50
2012-01-01,187,95,36
2013-08-01,617,212,112
2012-05-01,132,30,36
2012-05-01,57,8,33
2012-02-01,50,20,21
2013-01-01,232,120,39
2012-11-01,387,195,85
2012-10-01,291,98,55
2012-01-01,119,18,39
2013-02-01,337,140,56
2013-12-01,71,23,31
2013-02-01,277,97,41
2012-10-01,283,148,44
2012-02-01,219,88,52
2013-05-01,267,84,56
2012-12-01,83,-18,43
2013-10-01,313,96,36
2012-03-01,111,-22,65
2012-10-01,111,5,41
2012-10-01,41,-3,17
2013-04-01,564,202,43
2013-08-01,78,19,18
2012-05-01,111,17,21
2012-10-01,552,224,127
2012-04-01,124,-10,84
2012-11-01,92,15,20
2012-05-01,133,30,42
2013-07-01,63,43,18
2012-02-01,107,31,28
2012-08-01,67,16,19
2012-08-01,360,204,47
2013-12-01,511,147,92
2012-11-01,56,43,22
2012-02-01,101,-7,40
2013-05-01,38,50,15
2012-09-01,161,67,37
2012-05-01,118,28,32
2013-05-01,57,44,23
2012-04-01,176,-3,107
2012-10-01,309,106,57
2012-02-01,48,-15,34
2012-02-01,108,21,20
2012-12-01,102,38,40
2012-10-01,270,106,89
2012-06-01,110,-18,70
2013-05-01,102,26,17
2013-02-01,226,93,43
2012-01-01,137,40,36
2012-12-01,38,-8,26
2012-08-01,237,72,43
2012-12-01,55,2,40
2012-10-01,578,173,119
2012-01-01,74,0,42
2012-08-01,205,58,58
2012-01-01,195,70,46
2013-05-01,23,24,17
2013-01-01,227,-93,86
2013-08-01,362,184,104
2012-11-01,135,20,28
2013-03-01,124,52,41
2013-02-01,311,195,30
2012-10-01,53,32,16
2013-07-01,57,4,22
2013-09-01,84,56,16
2013-05-01,62,23,21
2012-05-01,117,45,36
2013-02-01,332,155,78
2013-06-01,203,47,58
2013-05-01,119,31,42
2013-09-01,266,100,58
2012-10-01,271,97,56
2013-08-01,58,6,19
2012-08-01,78,8,38
2013-02-01,264,110,57
2013-09-01,145,44,52
2012-10-01,112,39,41
2013-01-01,142,65,43
2013-08-01,88,31,11
2012-12-01,141,21,60
2012-07-01,314,336,132
2013-05-01,579,277,105
2012-12-01,133,2,65
2013-10-01,311,131,30
2012-05-01,96,38,25
2012-08-01,570,196,132
2012-04-01,162,44,45
2012-04-01,65,-15,20
2013-06-01,116,31,38
2013-02-01,98,55,24
2013-10-01,655,245,84
2012-04-01,119,15,56
2013-09-01,111,48,38
2012-10-01,263,94,40
2013-08-01,86,22,33
2012-02-01,319,117,48
2012-05-01,144,25,45
2012-04-01,179,87,53
2013-05-01,573,242,111
2013-11-01,69,15,27
2013-05-01,79,54,27
2012-03-01,118,-2,44
2012-09-01,110,11,34
2012-02-01,162,-5,130
2013-08-01,80,3,16
2013-11-01,81,-5,47
2013-03-01,259,155,87
2012-05-01,182,51,45
2013-05-01,157,-11,76
2013-11-01,58,-3,45
2013-05-01,177,64,45
2012-09-01,143,1,64
2012-07-01,252,10,56
2012-01-01,202,49,52
2013-02-01,239,99,49
2013-12-01,593,169,133
2013-08-01,84,8,26
2013-02-01,119,24,28
2013-05-01,605,252,104
2013-09-01,105,24,33
2013-01-01,244,108,44
2012-02-01,101,-3,135
2013-04-01,137,-3,49
2012-12-01,134,45,44
2012-06-01,103,-6,44
2012-07-01,188,73,52
2013-08-01,69,0,51
2012-03-01,94,11,44
2012-12-01,62,19,17
2013-12-01,301,74,56
2013-05-01,287,-15,62
2012-02-01,228,110,45
2012-02-01,169,35,42
2012-11-01,69,4,22
2013-08-01,570,220,125
2012-03-01,67,23,30
2013-11-01,637,437,91
2012-08-01,136,74,41
2013-02-01,86,11,30
2013-10-01,306,137,103
2012-08-01,599,233,153
2012-01-01,134,42,40
2013-02-01,94,-11,38
2012-02-01,160,2,42
2012-05-01,98,19,22
2012-01-01,133,27,26
2012-01-01,164,4,44
2013-01-01,193,65,54
2012-03-01,103,22,32
2013-01-01,162,36,47
2012-05-01,116,22,35
2012-03-01,196,36,45
2012-01-01,74,29,19
2013-07-01,59,19,37
2013-12-01,584,207,91
2012-02-01,267,89,85
2012-02-01,115,6,27
2012-02-01,69,-8,40
2012-02-01,52,-4,42
2013-08-01,81,23,17
2012-04-01,127,2,38
2012-02-01,54,19,24
2013-01-01,65,-20,138
2012-12-01,47,-13,46
2013-03-01,218,98,39
2012-02-01,107,23,21
2013-01-01,152,48,46
2012-10-01,112,3,50
2012-08-01,88,14,35
2012-01-01,126,31,53
2012-02-01,170,91,29
2012-12-01,139,-16,63
2012-07-01,88,13,43
2012-10-01,175,17,63
2013-02-01,227,122,46
2012-08-01,60,7,21
2012-02-01,196,65,52
2012-04-01,262,107,55
2013-03-01,357,145,105
2012-07-01,184,16,48
2012-05-01,95,27,20
2012-10-01,158,51,47
2013-12-01,127,46,33
2013-12-01,531,272,136
2013-08-01,99,32,19
2013-12-01,621,236,129
2012-04-01,119,22,44
2013-03-01,536,312,131
2013-05-01,55,26,18
2012-05-01,151,26,43
2012-10-01,107,19,21
2012-08-01,274,84,67
2013-03-01,227,66,91
2013-08-01,284,85,59
2013-05-01,70,41,18
2012-01-01,141,67,42
2012-02-01,43,-26,117
2012-01-01,103,-10,63
2012-02-01,177,-8,103
2012-10-01,275,39,61
2012-05-01,197,41,41
2012-10-01,284,102,43
2012-02-01,177,5,100
2012-11-01,90,7,26
2013-01-01,218,87,92
2013-05-01,505,411,82
2012-11-01,152,40,49
2012-12-01,87,27,40
2012-02-01,207,-9,38
2013-05-01,119,50,42
2012-07-01,297,98,59
2013-01-01,144,29,44
2013-02-01,141,46,43
2013-02-01,87,19,35
2012-08-01,68,18,19
2012-07-01,58,14,15
2012-11-01,129,39,60
2012-09-01,101,-2,54
2012-02-01,245,113,74
2012-10-01,181,104,40
2013-04-01,123,-7,72
2012-05-01,134,15,48
2012-02-01,108,44,30
2012-08-01,193,38,64
2012-05-01,149,46,46
2012-04-01,57,2,35
2012-09-01,92,24,22
2012-10-01,44,9,19
2012-02-01,289,87,54
2012-02-01,65,20,25
2012-08-01,88,5,54
2012-05-01,111,12,44
2013-08-01,58,20,16
2013-05-01,208,119,58
2012-01-01,96,28,29
2013-07-01,545,211,132
2012-01-01,93,50,26
2012-01-01,147,88,26
2012-10-01,302,93,58
2013-01-01,201,46,57
2012-07-01,117,19,29
2013-09-01,99,22,36
2012-02-01,113,28,44
2012-02-01,253,3,95
2012-03-01,48,18,16
2012-01-01,127,-3,61
2012-05-01,140,11,44
2012-09-01,152,38,56
2012-02-01,285,132,83
2012-10-01,64,-3,23
2012-02-01,183,32,43
2012-05-01,142,42,25
2013-01-01,301,106,88
2012-08-01,54,9,18
2012-07-01,603,262,147
2013-04-01,182,69,39
2012-02-01,207,42,94
2012-08-01,82,-4,33
2013-04-01,198,56,45
2013-06-01,124,42,52
2012-01-01,135,14,24
2013-09-01,242,110,56
2013-01-01,163,81,37
2012-10-01,52,15,16
2012-09-01,104,9,46
2012-02-01,208,164,103
2012-05-01,130,24,51
2012-04-01,108,28,36
2013-08-01,201,43,62
2012-04-01,116,-19,42
2013-05-01,261,85,98
2013-12-01,69,26,33
2012-02-01,77,31,24
2013-10-01,91,43,28
2012-10-01,43,2,16
2013-08-01,67,20,14
2012-08-01,185,31,50
2012-05-01,128,28,44
2012-02-01,73,27,23
2012-01-01,215,102,52
2013-05-01,109,32,21
2013-03-01,114,31,19
2013-05-01,42,28,23
2013-03-01,529,342,120
2012-03-01,58,8,32
2012-05-01,121,17,19
2012-01-01,142,69,41
2012-08-01,77,3,22
2013-03-01,130,35,41
2012-08-01,322,103,73
2012-01-01,93,16,24
2013-09-01,158,35,53
2013-03-01,251,58,63
2012-02-01,109,-7,45
2013-01-01,150,33,56
2013-05-01,132,51,38
2012-07-01,108,13,32
2012-07-01,131,24,63
2012-04-01,176,45,39
2013-12-01,620,158,112
2012-08-01,309,78,73
2012-02-01,148,3,54
2012-05-01,223,48,62
2012-05-01,189,46,42
2013-09-01,209,129,51
2012-03-01,111,68,44
2012-01-01,134,8,45
2013-09-01,236,98,49
2012-04-01,137,1,42
2012-04-01,116,21,36
2013-05-01,49,37,22
2013-05-01,49,27,21
2012-09-01,93,8,49
2013-09-01,66,34,17
2012-03-01,123,28,55
2013-05-01,122,42,38
2013-08-01,81,33,20
2013-07-01,60,29,16
2013-10-01,393,149,92
2013-06-01,149,56,44
2013-08-01,91,21,33
2012-04-01,173,90,54
2012-05-01,155,51,42
2012-12-01,188,84,44
2012-02-01,292,72,41
2012-10-01,48,14,21
2012-04-01,62,13,30
2013-10-01,585,224,108
2012-02-01,223,77,54
2013-06-01,528,155,123
2012-01-01,160,60,101
2012-01-01,195,19,49
2012-12-01,108,19,41
2012-04-01,121,-1,72
2013-02-01,219,82,49
2013-09-01,85,36,39
2012-03-01,61,10,36
2012-02-01,183,67,35
2013-04-01,310,185,43
2012-04-01,124,34,33
2012-07-01,217,71,50
2013-05-01,96,-24,68
2012-04-01,153,63,45
2013-07-01,656,302,155
2012-02-01,219,97,49
2012-11-01,86,43,26
2013-09-01,133,33,48
2012-03-01,129,46,33
2013-05-01,159,47,57
2012-10-01,251,93,90
2012-11-01,31,17,24
2013-03-01,591,319,123
2013-10-01,312,156,38
2012-05-01,102,23,23
2012-07-01,128,15,45
2012-02-01,61,-14,38
2012-04-01,156,4,83
2012-07-01,229,79,47
2012-01-01,182,61,39
2012-02-01,116,-11,36
2012-10-01,250,124,39
2012-11-01,122,17,46
2012-12-01,67,18,20
2013-01-01,210,48,63
2012-07-01,213,68,64
2012-09-01,112,22,54
2012-03-01,103,32,41
2012-01-01,134,74,46
2013-10-01,326,114,94
2012-10-01,274,129,38
2012-05-01,92,22,50
2012-02-01,108,23,20
2012-07-01,330,130,137
2012-02-01,105,11,20
2012-02-01,114,1,54
2012-11-01,165,31,29
2012-09-01,99,28,42
2012-01-01,128,4,46
2013-09-01,72,22,19
2012-08-01,229,106,71
2012-10-01,138,26,41
2013-03-01,307,403,92
2013-09-01,225,100,51
2012-05-01,124,36,36
2012-05-01,120,36,37
2012-07-01,643,241,158
2012-08-01,79,-4,121
2012-01-01,276,164,38
2012-05-01,141,24,46
2013-10-01,72,26,43
2012-01-01,126,17,44
2012-02-01,105,6,48
2013-02-01,106,-8,30
2013-05-01,510,208,89
2012-12-01,145,40,41
2013-02-01,579,418,101
2012-07-01,218,71,46
2012-10-01,201,105,55
2012-06-01,113,67,52
2012-12-01,130,58,51
2012-07-01,72,12,37
2012-05-01,145,13,47
2013-08-01,81,22,20
2012-02-01,321,116,38
2012-12-01,157,26,60
2012-08-01,80,12,35
2012-04-01,71,-1,32
2012-10-01,208,116,64
2012-12-01,133,53,40
2012-07-01,211,77,46
2013-01-01,154,55,40
2012-04-01,176,42,49
2012-12-01,502,171,126
2013-10-01,70,25,23
2013-01-01,172,101,36
2013-01-01,471,139,87
2013-03-01,241,74,43
2012-07-01,320,371,144
2012-04-01,141,-3,73
2012-10-01,118,-5,64
2012-08-01,338,98,61
2013-02-01,346,156,97
2013-04-01,521,340,121
2012-08-01,716,192,162
2012-02-01,212,95,35
2012-02-01,257,83,57
2012-05-01,106,10,41
2013-10-01,660,204,121
2013-01-01,148,43,38
2013-11-01,554,201,107
2012-12-01,333,142,52
2012-07-01,123,11,145
2013-09-01,142,39,45
2012-07-01,133,21,27
2012-08-01,80,18,46
2013-02-01,516,210,110
2013-10-01,225,93,104
2013-04-01,317,159,45
2013-11-01,99,54,20
2012-04-01,177,98,49
2012-03-01,151,49,43
2013-05-01,122,36,38
2012-12-01,76,-16,38
2012-09-01,139,2,58
2013-08-01,53,12,15
2012-02-01,48,14,20
2013-01-01,243,64,51
2012-11-01,85,16,27
2013-02-01,221,112,66
2012-05-01,199,44,55
2012-11-01,62,1,23
2012-01-01,84,19,22
2012-12-01,118,20,40
2013-09-01,214,51,53
2012-08-01,162,16,61
2012-03-01,269,48,48
2013-10-01,236,122,38
2012-05-01,119,36,38
2013-09-01,84,36,37
2013-05-01,106,37,24
2012-02-01,113,20,23
2012-07-01,200,45,73
2013-09-01,82,39,40
2012-07-01,156,36,57
2012-10-01,42,9,15
2013-01-01,151,88,48
2013-01-01,141,52,32
2013-05-01,123,55,19
2013-01-01,175,99,39
2013-08-01,235,72,61
2013-12-01,185,-13,91
2012-08-01,84,1,33
2012-10-01,546,195,90
2013-06-01,572,202,126
2012-04-01,113,7,34
2013-01-01,154,67,58
2012-05-01,170,117,51
2013-11-01,86,18,26
2012-12-01,119,18,42
2013-08-01,82,26,19
2013-12-01,65,42,25
2013-01-01,55,30,25
2012-02-01,113,35,23
2013-01-01,262,43,70
2012-03-01,280,49,43
2012-02-01,58,41,23
2012-07-01,276,107,49
2012-07-01,135,9,58
2012-02-01,217,13,58
2013-04-01,95,39,23
2013-08-01,96,25,39
2012-05-01,100,38,39
2013-10-01,349,172,113
2013-05-01,205,70,44
2012-07-01,234,80,70
2012-10-01,169,20,41
2013-12-01,679,296,141
2012-10-01,112,7,30
2013-11-01,88,28,24
2012-10-01,307,104,66
2012-10-01,35,7,22
2012-05-01,127,37,38
2012-03-01,113,33,41
2012-11-01,117,22,47
2012-09-01,83,-4,37
2013-03-01,367,213,110
2012-07-01,285,157,57
2012-12-01,229,123,47
2012-08-01,54,15,17
2012-04-01,132,37,44
2012-10-01,158,44,44
2012-02-01,205,136,59
2012-01-01,161,58,88
2013-01-01,439,122,87
2012-08-01,235,22,67
2012-02-01,111,-6,42
2013-05-01,114,28,38
2012-10-01,306,23,65
2012-01-01,207,63,31
2012-02-01,486,68,102
2013-02-01,82,8,22
2013-08-01,77,31,19
2013-01-01,242,48,53
2012-01-01,75,2,39
2013-04-01,125,67,23
2012-01-01,104,42,22
2012-10-01,114,7,37
2012-03-01,87,35,32
2013-01-01,502,149,125
2013-04-01,192,133,33
2012-05-01,265,130,50
2013-05-01,73,55,29
2012-12-01,173,23,42
2012-11-01,68,10,23
2012-01-01,296,139,89
2013-01-01,218,91,49
2012-02-01,67,31,25
2012-07-01,233,104,62
2013-08-01,58,18,12
2012-10-01,294,117,70
2012-05-01,99,24,36
2013-02-01,174,96,44
2012-01-01,252,95,93
2012-07-01,326,231,133
2012-10-01,125,11,49
2012-10-01,74,35,22
2012-02-01,118,45,44
2012-10-01,60,7,17
2013-12-01,126,53,36
2012-04-01,55,7,41
2012-01-01,290,259,99
2012-12-01,106,19,45
2012-07-01,220,68,73
2013-08-01,676,261,146
2012-12-01,188,39,50
2012-12-01,249,72,63
2012-10-01,293,74,62
2013-05-01,141,45,36
2012-12-01,122,27,57
2012-02-01,134,48,35
2013-08-01,77,30,17
2012-10-01,98,1,43
2012-10-01,89,12,42
2012-05-01,138,34,40
2013-01-01,233,103,94
2012-05-01,163,50,43
2012-02-01,149,58,33
2012-10-01,285,128,56
2012-01-01,134,31,26
2012-07-01,87,16,48
2012-06-01,104,16,45
2013-05-01,43,27,20
2012-12-01,130,20,45
2013-05-01,494,143,42
2013-12-01,538,239,116
2012-02-01,231,96,40
2012-02-01,102,-4,53
2012-02-01,312,172,42
2013-09-01,332,578,58
2012-10-01,176,78,43
2012-08-01,146,17,54
2013-03-01,282,70,42
2012-10-01,301,88,58
2013-03-01,225,86,42
2012-08-01,127,36,59
2012-02-01,308,125,72
2012-04-01,98,-2,36
2013-01-01,326,172,50
2012-05-01,200,120,42
2013-10-01,309,152,36
2012-07-01,316,108,52
2013-02-01,99,37,45
2013-05-01,502,222,85
2012-04-01,212,1,62
2012-08-01,129,42,54
2012-04-01,200,27,64
2012-08-01,328,91,66
2012-05-01,123,24,39
2013-02-01,135,-3,35
2012-08-01,81,27,24
2012-07-01,219,77,46
2012-09-01,254,95,121
2012-10-01,192,96,66
2012-02-01,218,50,57
2013-08-01,86,19,23
2012-08-01,268,91,94
2013-08-01,57,25,19
2012-02-01,63,26,23
2012-10-01,120,19,46
2012-08-01,313,47,157
2012-08-01,103,5,61
2012-05-01,109,22,35
2012-02-01,167,28,45
2013-05-01,205,107,33
2013-07-01,41,20,14
2013-01-01,125,48,39
2012-12-01,53,-14,45
2012-09-01,83,24,33
2012-10-01,194,57,44
2012-10-01,65,30,45
2012-02-01,336,90,96
2013-02-01,207,37,47
2012-03-01,69,39,36
2013-10-01,636,235,122
2012-02-01,126,14,23
2012-08-01,376,135,149
2013-11-01,546,203,84
2013-08-01,49,24,18
2012-04-01,201,88,37
2012-12-01,53,19,18
2013-04-01,122,35,41
2013-05-01,593,406,125
2012-10-01,314,154,123
2012-04-01,273,136,52
2012-08-01,75,12,18
2012-01-01,84,65,23
2012-02-01,203,73,37
2012-08-01,290,84,66
2012-10-01,64,2,43
2013-05-01,55,41,14
2012-10-01,151,91,38
2012-09-01,158,26,42
2013-11-01,79,28,26
2013-10-01,311,125,47
2012-01-01,214,3,60
2013-03-01,297,294,63
2012-08-01,92,23,21
2013-07-01,51,38,17
2012-08-01,83,26,58
2012-05-01,193,108,61
2013-02-01,156,85,44
2012-08-01,72,2,21
2012-03-01,117,21,27
2012-02-01,108,10,56
2012-01-01,221,77,55
2013-03-01,146,63,38
2012-03-01,99,12,45
2012-06-01,94,17,15
2013-02-01,329,116,41
2013-10-01,321,211,96
2012-10-01,42,0,20
2013-02-01,227,93,35
2012-02-01,107,3,63
2012-08-01,318,90,61
2013-08-01,54,9,22
2012-04-01,71,40,31
2012-08-01,332,155,41
2013-01-01,129,22,21
2012-10-01,52,19,19
2013-01-01,468,151,87
2013-09-01,142,45,37
2012-07-01,234,11,65
2013-05-01,198,67,41
2012-07-01,188,34,53
2012-02-01,121,25,44
2012-05-01,236,54,45
2012-08-01,75,21,19
2013-12-01,575,287,132
2013-07-01,227,122,40
2012-01-01,87,4,49
2013-08-01,689,404,149
2013-11-01,108,-27,44
2013-06-01,344,249,91
2012-04-01,94,4,54
2012-08-01,70,14,18
2013-08-01,67,5,27
2012-10-01,147,53,52
2012-11-01,78,25,20
2012-02-01,123,15,43
2013-05-01,34,26,17
2012-07-01,506,191,94
2013-12-01,630,588,152
2013-05-01,79,-5,49
2012-12-01,112,6,50
2013-08-01,87,34,17
2012-06-01,141,41,50
2013-05-01,70,39,21
2012-08-01,78,17,17
2013-01-01,121,41,19
2012-12-01,180,78,42
2012-01-01,302,98,37
2012-02-01,203,90,45
2012-01-01,119,35,46
2013-10-01,312,128,61
2013-05-01,72,38,23
2012-01-01,308,97,63
2013-06-01,86,44,26
2013-08-01,318,60,67
2012-07-01,334,81,64
2012-03-01,188,48,51
2012-02-01,200,47,59
2012-11-01,276,102,96
2012-01-01,209,89,59
2013-11-01,61,-2,45
2012-07-01,139,3,69
2012-02-01,105,39,22
2012-08-01,261,102,47
2012-02-01,289,92,83
2012-12-01,118,34,56
2012-10-01,313,50,65
2012-01-01,144,2,62
2012-02-01,227,27,60
2012-05-01,120,25,36
2012-02-01,205,85,30
2013-11-01,122,-5,70
2013-09-01,212,92,51
2012-08-01,146,16,77
2012-02-01,171,9,55
2012-02-01,207,89,35
2013-03-01,137,55,45
2012-10-01,202,112,58
2012-04-01,106,31,32
2013-11-01,128,-21,67
2013-01-01,231,46,42
2013-10-01,507,166,100
2012-02-01,193,67,39
2012-10-01,115,18,50
2013-08-01,68,30,18
2012-07-01,142,11,139
2013-02-01,147,48,86
2013-03-01,297,542,40
